"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Czech Republic (CZ)","01.01.2022 00:00 - 01.01.2022 01:00 (UTC)","256","2073","70","505","139","0","n/e","n/e","n/e","0","313","126","15","n/e","3443","0","255","0","21","n/e","201"
"Czech Republic (CZ)","01.01.2022 01:00 - 01.01.2022 02:00 (UTC)","257","2077","70","504","138","0","n/e","n/e","n/e","0","939","125","15","n/e","3444","0","254","0","21","n/e","194"
"Czech Republic (CZ)","01.01.2022 02:00 - 01.01.2022 03:00 (UTC)","256","2057","70","506","136","0","n/e","n/e","n/e","0","1044","128","14","n/e","3447","0","253","0","21","n/e","180"
"Czech Republic (CZ)","01.01.2022 03:00 - 01.01.2022 04:00 (UTC)","257","2050","74","502","133","0","n/e","n/e","n/e","0","1098","130","13","n/e","3446","0","253","0","21","n/e","192"
"Czech Republic (CZ)","01.01.2022 04:00 - 01.01.2022 05:00 (UTC)","257","2078","8","514","133","0","n/e","n/e","n/e","0","1089","129","14","n/e","3446","0","255","0","21","n/e","169"
"Czech Republic (CZ)","01.01.2022 05:00 - 01.01.2022 06:00 (UTC)","263","2144","5","529","134","0","n/e","n/e","n/e","0","750","127","18","n/e","3447","0","265","0","21","n/e","165"
"Czech Republic (CZ)","01.01.2022 06:00 - 01.01.2022 07:00 (UTC)","261","2070","5","529","132","0","n/e","n/e","n/e","0","23","124","31","n/e","3445","0","265","2","21","n/e","145"
"Czech Republic (CZ)","01.01.2022 07:00 - 01.01.2022 08:00 (UTC)","259","2016","5","519","131","0","n/e","n/e","n/e","0","5","122","57","n/e","3441","0","264","18","21","n/e","160"
"Czech Republic (CZ)","01.01.2022 08:00 - 01.01.2022 09:00 (UTC)","264","2153","9","524","133","0","n/e","n/e","n/e","0","5","123","56","n/e","3445","0","263","104","21","n/e","145"
"Czech Republic (CZ)","01.01.2022 09:00 - 01.01.2022 10:00 (UTC)","266","2174","10","527","134","0","n/e","n/e","n/e","0","6","123","65","n/e","3445","0","265","230","21","n/e","159"
"Czech Republic (CZ)","01.01.2022 10:00 - 01.01.2022 11:00 (UTC)","265","2198","10","530","135","0","n/e","n/e","n/e","0","2","124","48","n/e","3444","0","265","262","21","n/e","162"
"Czech Republic (CZ)","01.01.2022 11:00 - 01.01.2022 12:00 (UTC)","268","2194","10","533","140","0","n/e","n/e","n/e","0","0","125","65","n/e","3443","0","266","193","21","n/e","164"
"Czech Republic (CZ)","01.01.2022 12:00 - 01.01.2022 13:00 (UTC)","266","2159","10","530","138","0","n/e","n/e","n/e","0","0","125","70","n/e","3444","0","266","119","21","n/e","164"
"Czech Republic (CZ)","01.01.2022 13:00 - 01.01.2022 14:00 (UTC)","267","2162","10","527","137","0","n/e","n/e","n/e","0","0","121","118","n/e","3446","0","264","55","21","n/e","147"
"Czech Republic (CZ)","01.01.2022 14:00 - 01.01.2022 15:00 (UTC)","266","2160","10","528","139","0","n/e","n/e","n/e","15","0","122","77","n/e","3446","0","266","14","21","n/e","92"
"Czech Republic (CZ)","01.01.2022 15:00 - 01.01.2022 16:00 (UTC)","269","2303","10","534","145","0","n/e","n/e","n/e","717","0","124","53","n/e","3449","0","270","2","21","n/e","43"
"Czech Republic (CZ)","01.01.2022 16:00 - 01.01.2022 17:00 (UTC)","268","2400","10","539","147","0","n/e","n/e","n/e","876","0","126","102","n/e","3450","0","270","0","21","n/e","31"
"Czech Republic (CZ)","01.01.2022 17:00 - 01.01.2022 18:00 (UTC)","269","2308","10","537","148","0","n/e","n/e","n/e","843","0","130","103","n/e","3452","0","271","0","21","n/e","34"
"Czech Republic (CZ)","01.01.2022 18:00 - 01.01.2022 19:00 (UTC)","269","2293","10","538","149","0","n/e","n/e","n/e","845","0","128","122","n/e","3453","0","269","0","21","n/e","37"
"Czech Republic (CZ)","01.01.2022 19:00 - 01.01.2022 20:00 (UTC)","268","2266","10","538","150","0","n/e","n/e","n/e","787","0","131","60","n/e","3453","0","270","0","21","n/e","36"
"Czech Republic (CZ)","01.01.2022 20:00 - 01.01.2022 21:00 (UTC)","266","2127","10","533","144","0","n/e","n/e","n/e","458","0","130","77","n/e","3457","0","268","0","21","n/e","32"
"Czech Republic (CZ)","01.01.2022 21:00 - 01.01.2022 22:00 (UTC)","261","2113","10","508","144","0","n/e","n/e","n/e","575","0","132","19","n/e","3461","0","257","0","21","n/e","29"
"Czech Republic (CZ)","01.01.2022 22:00 - 01.01.2022 23:00 (UTC)","262","2101","10","506","146","0","n/e","n/e","n/e","130","0","132","23","n/e","3464","0","256","0","21","n/e","43"
"Czech Republic (CZ)","01.01.2022 23:00 - 02.01.2022 00:00 (UTC)","260","2048","10","499","143","0","n/e","n/e","n/e","0","0","134","14","n/e","3427","0","254","0","21","n/e","59"
"Czech Republic (CZ)","02.01.2022 00:00 - 02.01.2022 01:00 (UTC)","261","2066","10","499","138","0","n/e","n/e","n/e","0","26","134","14","n/e","3454","0","254","0","21","n/e","80"
"Czech Republic (CZ)","02.01.2022 01:00 - 02.01.2022 02:00 (UTC)","260","2063","10","499","137","0","n/e","n/e","n/e","0","777","135","14","n/e","3455","0","253","0","21","n/e","90"
"Czech Republic (CZ)","02.01.2022 02:00 - 02.01.2022 03:00 (UTC)","250","1953","10","495","138","0","n/e","n/e","n/e","0","1112","136","13","n/e","3459","0","253","0","21","n/e","97"
"Czech Republic (CZ)","02.01.2022 03:00 - 02.01.2022 04:00 (UTC)","251","1902","10","499","136","0","n/e","n/e","n/e","0","1032","138","13","n/e","3472","0","253","0","21","n/e","97"
"Czech Republic (CZ)","02.01.2022 04:00 - 02.01.2022 05:00 (UTC)","252","2028","10","509","139","0","n/e","n/e","n/e","0","1108","136","16","n/e","3472","0","254","0","21","n/e","127"
"Czech Republic (CZ)","02.01.2022 05:00 - 02.01.2022 06:00 (UTC)","259","2006","10","523","142","0","n/e","n/e","n/e","0","1101","133","20","n/e","3473","0","263","0","21","n/e","162"
"Czech Republic (CZ)","02.01.2022 06:00 - 02.01.2022 07:00 (UTC)","259","2012","10","528","141","0","n/e","n/e","n/e","0","1071","134","34","n/e","3475","0","266","2","21","n/e","174"
"Czech Republic (CZ)","02.01.2022 07:00 - 02.01.2022 08:00 (UTC)","262","2015","10","528","144","0","n/e","n/e","n/e","0","807","135","34","n/e","3475","0","266","56","21","n/e","154"
"Czech Republic (CZ)","02.01.2022 08:00 - 02.01.2022 09:00 (UTC)","259","2002","10","531","147","0","n/e","n/e","n/e","0","0","134","26","n/e","3473","0","269","257","21","n/e","151"
"Czech Republic (CZ)","02.01.2022 09:00 - 02.01.2022 10:00 (UTC)","258","1975","10","527","148","0","n/e","n/e","n/e","0","0","136","13","n/e","3473","0","270","439","21","n/e","124"
"Czech Republic (CZ)","02.01.2022 10:00 - 02.01.2022 11:00 (UTC)","260","1978","10","526","150","0","n/e","n/e","n/e","0","0","138","15","n/e","3470","0","269","447","21","n/e","107"
"Czech Republic (CZ)","02.01.2022 11:00 - 02.01.2022 12:00 (UTC)","268","1972","10","528","151","0","n/e","n/e","n/e","0","0","139","15","n/e","3467","0","269","352","21","n/e","99"
"Czech Republic (CZ)","02.01.2022 12:00 - 02.01.2022 13:00 (UTC)","268","2045","10","529","154","0","n/e","n/e","n/e","0","0","139","16","n/e","3466","0","270","228","21","n/e","125"
"Czech Republic (CZ)","02.01.2022 13:00 - 02.01.2022 14:00 (UTC)","275","1996","10","527","151","0","n/e","n/e","n/e","0","0","139","17","n/e","3465","0","267","110","21","n/e","159"
"Czech Republic (CZ)","02.01.2022 14:00 - 02.01.2022 15:00 (UTC)","276","2037","10","533","154","0","n/e","n/e","n/e","255","0","133","121","n/e","3465","0","269","28","22","n/e","153"
"Czech Republic (CZ)","02.01.2022 15:00 - 02.01.2022 16:00 (UTC)","276","2147","10","545","157","0","n/e","n/e","n/e","784","0","133","162","n/e","3466","0","271","2","21","n/e","190"
"Czech Republic (CZ)","02.01.2022 16:00 - 02.01.2022 17:00 (UTC)","277","2278","10","551","164","0","n/e","n/e","n/e","903","0","133","172","n/e","3466","0","273","0","22","n/e","213"
"Czech Republic (CZ)","02.01.2022 17:00 - 02.01.2022 18:00 (UTC)","277","2301","10","557","165","0","n/e","n/e","n/e","833","0","132","168","n/e","3465","0","274","0","21","n/e","233"
"Czech Republic (CZ)","02.01.2022 18:00 - 02.01.2022 19:00 (UTC)","278","2270","10","554","158","0","n/e","n/e","n/e","499","0","133","128","n/e","3466","0","273","0","22","n/e","220"
"Czech Republic (CZ)","02.01.2022 19:00 - 02.01.2022 20:00 (UTC)","277","2135","10","553","152","0","n/e","n/e","n/e","120","0","134","185","n/e","3461","0","273","0","21","n/e","206"
"Czech Republic (CZ)","02.01.2022 20:00 - 02.01.2022 21:00 (UTC)","276","2048","10","540","150","0","n/e","n/e","n/e","64","0","140","23","n/e","3457","0","271","0","21","n/e","214"
