unit,date,year,month,month_date,weekday,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2014-01-01,2014,1,01-01,Wednesday,39.405199999999994,13.951,0.0,0.0,46.84516000000001,3.3558471140000004,0.0261,0.0,53.356199999999994,50.227107114000006,103.583307114,0.38042036982495714,0.13468386353648704,0.0,0.0,0.4522462287137052,0.032397566823259255,0.0002519711015914495,0.0,0.5151042333614442,0.4848957666385559
Gwh,2014-01-02,2014,1,01-02,Thursday,38.1008,26.964859467,0.0,0.0,60.98991,4.5819555659999995,0.025900000000000003,0.0,65.065659467,65.597765566,130.663425033,0.2915949891132684,0.2063688400957638,0.0,0.0,0.46677109515992365,0.03506685642782433,0.0001982192032197133,0.0,0.4979638292090322,0.5020361707909677
Gwh,2014-01-03,2014,1,01-03,Friday,35.788,30.356059307,0.0,0.0,64.63534,3.9432539460000005,0.026400000000000003,0.0,66.144059307,68.604993946,134.749053253,0.2655899921820284,0.22527846076962446,0.0,0.0,0.4796719415804948,0.029263685723982698,0.00019591974386960856,0.0,0.49086845295165293,0.5091315470483471
Gwh,2014-01-04,2014,1,01-04,Saturday,37.444,29.658122073999998,0.0,0.0,60.29267,1.2179362470000001,0.0256,0.0,67.102122074,61.536206246999996,128.638328321,0.291079653231838,0.230554318149969,0.0,0.0,0.46869911003155756,0.009467911025404504,0.00019900756123103976,0.0,0.5216339713818069,0.47836602861819305
Gwh,2014-01-05,2014,1,01-05,Sunday,34.848,27.495629186,0.0,0.0,49.78004,1.44573137,0.0255,0.0,62.343629186,51.251271370000005,113.59490055600001,0.3067743343181205,0.24204985480351915,0.0,0.0,0.4382242491198752,0.012727079850624838,0.0002244819078601949,0.0,0.5488241891216397,0.4511758108783603
Gwh,2014-01-06,2014,1,01-06,Monday,36.309,32.423282335,0.0,0.0,65.18558,1.355457631,0.026,0.0,68.732282335,66.567037631,135.29931996599998,0.26836055058609504,0.23964113303117715,0.0,0.0,0.4817879351971673,0.0100182146616895,0.0001921665238711744,0.0,0.5080016836172722,0.491998316382728
Gwh,2014-01-07,2014,1,01-07,Tuesday,40.923,26.516107155,0.0,0.0,66.34133,1.3096295709999999,0.025400000000000002,0.0,67.439107155,67.67635957099999,135.11546672600002,0.3028742822092126,0.19624775606757056,0.0,0.0,0.4909973048054761,0.009692669556889376,0.00018798736085120837,0.0,0.49912203827678314,0.5008779617232166
Gwh,2014-01-08,2014,1,01-08,Wednesday,43.428,25.409759232,0.0,0.0,63.606559999999995,1.525789272,0.0238,0.0,68.837759232,65.15614927200001,133.993908504,0.3241042856713414,0.18963368943925885,0.0,0.0,0.4746974001292097,0.01138700474547656,0.0001776200147135011,0.0,0.5137379751106003,0.48626202488939985
Gwh,2014-01-09,2014,1,01-09,Thursday,42.272,24.095515466000002,0.0,0.0,59.47608,2.683541202,0.0252,0.0,66.367515466,62.184821202,128.552336668,0.32883105119412886,0.1874373977987597,0.0,0.0,0.46266043497601494,0.020875086922227858,0.0001960291088685666,0.0,0.5162684489928886,0.4837315510071114
Gwh,2014-01-10,2014,1,01-10,Friday,38.772,25.181328013,0.0,0.0,65.55523,2.715333,0.0247,0.0,63.953328013000004,68.29526299999999,132.248591013,0.29317514616234147,0.1904090457230254,0.0,0.0,0.4956970013658288,0.020532037273146325,0.00018676947565794477,0.0,0.4835841918853669,0.5164158081146331
Gwh,2014-01-11,2014,1,01-11,Saturday,38.938,16.434120775,0.0,0.0,65.03235,1.523229061,0.0252,0.0,55.372120775000006,66.58077906099999,121.952899836,0.3192872006517525,0.13475793357189786,0.0,0.0,0.5332579224229542,0.012490306200577521,0.00020663715281791982,0.0,0.45404513422365034,0.5459548657763496
Gwh,2014-01-12,2014,1,01-12,Sunday,39.006,16.133506038,0.0,0.0,56.019940000000005,0.9595446510000001,0.0247,0.0,55.139506038,57.004184650999996,112.143690689,0.34782161849989873,0.14386458960711296,0.0,0.0,0.4995371532345592,0.008556385518477682,0.00022025313995148178,0.0,0.4916862081070117,0.5083137918929883
Gwh,2014-01-13,2014,1,01-13,Monday,39.375,20.031517264999998,0.0,0.0,72.33273,1.477361029,0.0252,0.0,59.406517265000005,73.835291029,133.24180829399998,0.29551535290723835,0.15033957825609937,0.0,0.0,0.5428681201954028,0.011087818815399005,0.00018912982586063252,0.0,0.44585493116333774,0.5541450688366625
Gwh,2014-01-14,2014,1,01-14,Tuesday,41.425,24.863468095,0.0,0.0,68.48425,1.322564901,0.0248,0.0,66.288468095,69.83161490100001,136.120082996,0.30432687879875375,0.18265833775410373,0.0,0.0,0.5031164284700919,0.009716162904770375,0.00018219207228024366,0.0,0.4869852165528575,0.5130147834471425
Gwh,2014-01-15,2014,1,01-15,Wednesday,41.228,24.302282428999998,0.0,0.0,69.15685,1.266048689,0.0245,0.0,65.530282429,70.44739868900001,135.97768111800002,0.3031968162791567,0.17872258321504048,0.0,0.0,0.5085897143663335,0.009310709511962747,0.0001801766275065329,0.0,0.4819193994941971,0.5180806005058027
Gwh,2014-01-16,2014,1,01-16,Thursday,34.28,28.723466086000002,0.0,0.0,67.15102,0.5395736090000001,0.03451,0.0,63.003466086,67.725103609,130.728569695,0.2622227113780708,0.2197183534786168,0.0,0.0,0.5136675185590158,0.004127434502334628,0.000263982081961996,0.0,0.4819410648566876,0.5180589351433124
Gwh,2014-01-17,2014,1,01-17,Friday,29.594,30.56880172,0.0,0.0,64.93575999999999,0.318161089,0.06074,0.0,60.162801720000004,65.314661089,125.47746280899999,0.2358511188981209,0.24361985838469968,0.0,0.0,0.5175093482631561,0.002535603461191276,0.00048407099283205595,0.0,0.4794709772828206,0.5205290227171795
Gwh,2014-01-18,2014,1,01-18,Saturday,30.877,33.5961,0.0,0.0,58.53275,0.5126531360000001,0.11066,0.0,64.4731,59.15606313600001,123.629163136,0.249754986742354,0.27174898824674676,0.0,0.0,0.47345422807408494,0.004146700689351498,0.0008950962474628005,0.0,0.5215039749891007,0.47849602501089933
Gwh,2014-01-19,2014,1,01-19,Sunday,35.579,30.090400000000002,0.0,0.0,44.61232,1.0366754470000001,0.17683,0.0,65.6694,45.825825447,111.49522544700001,0.3191078349531004,0.2698806148816092,0.0,0.0,0.4001276271799348,0.009297935789123012,0.0015859871962325175,0.0,0.5889884498347095,0.41101155016529034
Gwh,2014-01-20,2014,1,01-20,Monday,40.211,24.813283072999997,0.0,0.0,65.49132,1.869106533,0.21184999999999998,0.0,65.02428307299999,67.57227653300001,132.59655960600003,0.3032582453080513,0.1871336869277051,0.0,0.0,0.49391417239332736,0.014096191775668232,0.0015977035952478341,0.0,0.49039193223575633,0.5096080677642434
Gwh,2014-01-21,2014,1,01-21,Tuesday,40.503,25.6508,0.0,0.0,64.28598000000001,1.945882016,0.25339,0.0,66.1538,66.485252016,132.639052016,0.3053625563843309,0.19338799252655842,0.0,0.0,0.4846685725124552,0.014670506057034184,0.0019103725196214013,0.0,0.4987505489108894,0.5012494510891108
Gwh,2014-01-22,2014,1,01-22,Wednesday,39.289,25.8906,0.0,0.0,65.8783,1.710645153,0.26368,0.0,65.1796,67.852625153,133.032225153,0.29533445715738293,0.1946190103204189,0.0,0.0,0.4952055783794756,0.012858877997662532,0.0019820761450599082,0.0,0.4899534674778018,0.5100465325221981
Gwh,2014-01-23,2014,1,01-23,Thursday,40.837,25.7703,0.0,0.0,63.6121,2.361281328,0.13054,0.0,66.60730000000001,66.103921328,132.71122132800002,0.3077132407595742,0.19418327811412328,0.0,0.0,0.47932721410784596,0.017792627513871024,0.0009836395045854202,0.0,0.5018965188736975,0.49810348112630237
Gwh,2014-01-24,2014,1,01-24,Friday,40.054,29.733400000000003,0.0,0.0,59.00835,3.039459927,0.024560000000000002,0.0,69.78739999999999,62.07236992699999,131.85976992699997,0.30376209530908965,0.22549258213070572,0.0,0.0,0.44750836462605786,0.023050699456571944,0.00018625847757505474,0.0,0.5292546774397953,0.47074532256020474
Gwh,2014-01-25,2014,1,01-25,Saturday,40.892,21.2673,0.0,0.0,56.40644,1.621683248,0.34569,0.0,62.1593,58.373813248000005,120.533113248,0.33925946902129417,0.17644362969570013,0.0,0.0,0.4679746376743982,0.013454255053242877,0.002868008555364648,0.0,0.5157030987169943,0.4842969012830057
Gwh,2014-01-26,2014,1,01-26,Sunday,42.038,22.3718,0.0,0.0,45.958059999999996,1.1112941310000002,0.4086,0.0,64.4098,47.477954131,111.887754131,0.3757158263341422,0.1999486018264942,0.0,0.0,0.4107514746090225,0.009932223053640696,0.003651874176700379,0.0,0.5756644281606365,0.4243355718393636
Gwh,2014-01-27,2014,1,01-27,Monday,43.973,27.712,0.0,0.0,57.8621,1.197476219,0.41839,0.0,71.685,59.477966218999995,131.162966219,0.3352546932079839,0.2112791498915164,0.0,0.0,0.4411466259720666,0.009129682360191516,0.0031898485682416112,0.0,0.5465338430995003,0.4534661569004997
Gwh,2014-01-28,2014,1,01-28,Tuesday,44.388,29.13897,0.0,0.0,58.90146,2.48668297,0.44761,0.0,73.52697,61.83575297,135.36272297,0.3279189353322744,0.21526583804359475,0.0,0.0,0.4351379664034547,0.018370515275103586,0.0033067449455726626,0.0,0.5431847733758691,0.45681522662413093
Gwh,2014-01-29,2014,1,01-29,Wednesday,43.243,31.3386,0.0,0.0,59.46657,1.497927789,0.49968,0.0,74.58160000000001,61.464177789000004,136.04577778900003,0.31785624444051225,0.23035334509685812,0.0,0.0,0.4371070603325123,0.011010468780024976,0.003672881350092157,0.0,0.5482095895373704,0.45179041046262947
Gwh,2014-01-30,2014,1,01-30,Thursday,42.855,28.4343,0.0,0.0,63.62465,0.558748342,0.47004,0.0,71.2893,64.653438342,135.94273834199998,0.31524302454601794,0.20916380195657075,0.0,0.0,0.46802536697425745,0.004110174245529176,0.003457632277624788,0.0,0.5244068265025887,0.4755931734974114
Gwh,2014-01-31,2014,1,01-31,Friday,35.228,26.0332,0.0,0.0,68.1809,2.0351555450000003,0.47656,0.0,61.261199999999995,70.692615545,131.953815545,0.26697219670761435,0.19729024047146207,0.0,0.0,0.5167027548115755,0.015423241356033048,0.0036115666533149964,0.0,0.4642624371790764,0.5357375628209236
