date,mw,region
2001-09-29 0:00,4189,ОЭС ЮГА
2001-09-29 1:00,3686,ОЭС ЮГА
2001-09-29 2:00,3644,ОЭС ЮГА
2001-09-29 3:00,3535,ОЭС ЮГА
2001-09-29 4:00,3491,ОЭС ЮГА
2001-09-29 5:00,3511,ОЭС ЮГА
2001-09-29 6:00,3851,ОЭС ЮГА
2001-09-29 7:00,4322,ОЭС ЮГА
2001-09-29 8:00,4506,ОЭС ЮГА
2001-09-29 9:00,4994,ОЭС ЮГА
2001-09-29 10:00,5037,ОЭС ЮГА
2001-09-29 11:00,5093,ОЭС ЮГА
2001-09-29 12:00,4508,ОЭС ЮГА
2001-09-29 13:00,4541,ОЭС ЮГА
2001-09-29 14:00,4394,ОЭС ЮГА
2001-09-29 15:00,4393,ОЭС ЮГА
2001-09-29 16:00,4359,ОЭС ЮГА
2001-09-29 17:00,4388,ОЭС ЮГА
2001-09-29 18:00,4438,ОЭС ЮГА
2001-09-29 19:00,4930,ОЭС ЮГА
2001-09-29 20:00,5651,ОЭС ЮГА
2001-09-29 21:00,5671,ОЭС ЮГА
2001-09-29 22:00,5352,ОЭС ЮГА
2001-09-29 23:00,4508,ОЭС ЮГА
