date,mw,region
2016-06-18 0:00,10049,ОЭС ЮГА
2016-06-18 1:00,8896,ОЭС ЮГА
2016-06-18 2:00,8730,ОЭС ЮГА
2016-06-18 3:00,8634,ОЭС ЮГА
2016-06-18 4:00,8204,ОЭС ЮГА
2016-06-18 5:00,8023,ОЭС ЮГА
2016-06-18 6:00,8098,ОЭС ЮГА
2016-06-18 7:00,9052,ОЭС ЮГА
2016-06-18 8:00,9583,ОЭС ЮГА
2016-06-18 9:00,10245,ОЭС ЮГА
2016-06-18 10:00,11027,ОЭС ЮГА
2016-06-18 11:00,11253,ОЭС ЮГА
2016-06-18 12:00,11224,ОЭС ЮГА
2016-06-18 13:00,11240,ОЭС ЮГА
2016-06-18 14:00,10934,ОЭС ЮГА
2016-06-18 15:00,11093,ОЭС ЮГА
2016-06-18 16:00,11042,ОЭС ЮГА
2016-06-18 17:00,10794,ОЭС ЮГА
2016-06-18 18:00,10749,ОЭС ЮГА
2016-06-18 19:00,10923,ОЭС ЮГА
2016-06-18 20:00,10657,ОЭС ЮГА
2016-06-18 21:00,11148,ОЭС ЮГА
2016-06-18 22:00,11639,ОЭС ЮГА
2016-06-18 23:00,11292,ОЭС ЮГА
