date,mw,region
2002-12-21 0:00,6445,ОЭС ЮГА
2002-12-21 1:00,5859,ОЭС ЮГА
2002-12-21 2:00,5699,ОЭС ЮГА
2002-12-21 3:00,5648,ОЭС ЮГА
2002-12-21 4:00,5617,ОЭС ЮГА
2002-12-21 5:00,5673,ОЭС ЮГА
2002-12-21 6:00,5973,ОЭС ЮГА
2002-12-21 7:00,6596,ОЭС ЮГА
2002-12-21 8:00,6767,ОЭС ЮГА
2002-12-21 9:00,6879,ОЭС ЮГА
2002-12-21 10:00,6762,ОЭС ЮГА
2002-12-21 11:00,6777,ОЭС ЮГА
2002-12-21 12:00,6704,ОЭС ЮГА
2002-12-21 13:00,6709,ОЭС ЮГА
2002-12-21 14:00,6596,ОЭС ЮГА
2002-12-21 15:00,6603,ОЭС ЮГА
2002-12-21 16:00,6769,ОЭС ЮГА
2002-12-21 17:00,7514,ОЭС ЮГА
2002-12-21 18:00,8284,ОЭС ЮГА
2002-12-21 19:00,8098,ОЭС ЮГА
2002-12-21 20:00,7926,ОЭС ЮГА
2002-12-21 21:00,7791,ОЭС ЮГА
2002-12-21 22:00,7491,ОЭС ЮГА
2002-12-21 23:00,6871,ОЭС ЮГА
