unit,date,year,month,month_date,weekday,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2019-01-01,2019,1,01-01,Tuesday,75.864,0.072,6.511,82.178,2.162,4.328637,0.241,15.301,82.447,104.210637,186.657637,0.40643394623065976,0.00038573294485668433,0.03488204449947044,0.4402605825337862,0.011582703149724326,0.023190248572577826,0.001291133884867513,0.08197360818405731,0.4417017236749869,0.5582982763250132
Gwh,2019-01-02,2019,1,01-02,Wednesday,114.493,0.076,15.53,82.584,2.597,4.944,0.181,15.69,130.099,105.996,236.095,0.4849446197505241,0.000321904318177005,0.06577860606959063,0.349791397530655,0.010999809398758975,0.020940723014040957,0.0007666405472373409,0.06645629937101591,0.5510451301382917,0.4489548698617082
Gwh,2019-01-03,2019,1,01-03,Thursday,144.726,0.072,18.972,83.535,3.984,4.328363,0.169,15.361,163.77,107.377363,271.147363,0.5337540383898184,0.0002655382637816765,0.06996933250647178,0.30807970645836597,0.014693117262586102,0.015963138833845123,0.0006232773135986574,0.056651850971532414,0.6039889091600719,0.3960110908399283
Gwh,2019-01-04,2019,1,01-04,Friday,138.882,0.072,12.008,83.536,2.988,2.503,0.3115,15.199,150.962,104.5375,255.4995,0.5435705353630829,0.00028180094285898795,0.046998135025704546,0.3269517161481725,0.011694739128648001,0.009796496666333985,0.0012191804680635383,0.059487396257135526,0.5908504713316464,0.4091495286683535
Gwh,2019-01-05,2019,1,01-05,Saturday,114.318,0.095,6.595,82.415,2.772,3.667,0.2185,15.045,121.008,104.1175,225.1255,0.5077967622503893,0.00042198684733626355,0.029294771138764823,0.36608469498124385,0.012313132008590763,0.01628869230717977,0.0009705697488734062,0.06682939071762195,0.5375135202364903,0.46248647976350976
Gwh,2019-01-06,2019,1,01-06,Sunday,130.522,0.096,15.574,82.631,2.959,2.79,0.123,15.161,146.192,103.664,249.856,0.5223888960040983,0.00038422131147540983,0.06233190317622951,0.3307144915471312,0.011842821465163935,0.0111664318647541,0.0004922835553278688,0.06067895107581967,0.5851050204918034,0.41489497950819676
Gwh,2019-01-07,2019,1,01-07,Monday,132.957,0.116,18.2815,83.486,4.388,1.265,0.179,15.806,151.3545,105.124,256.4785,0.5183943293492437,0.0004522796257775993,0.07127887912632054,0.3255087658419712,0.01710864653372505,0.004932187298350543,0.00069791425012233,0.06162699797448909,0.5901254881013418,0.40987451189865814
Gwh,2019-01-08,2019,1,01-08,Tuesday,138.246,0.1,16.182,83.379,2.642,4.363,0.131,15.677,154.528,106.192,260.72,0.5302470082847499,0.00038355323718932186,0.06206658484197605,0.3198028536360847,0.010133476526541882,0.016734427738570114,0.0005024547407180116,0.06012964099416998,0.5926971463639152,0.4073028536360846
Gwh,2019-01-09,2019,1,01-09,Wednesday,136.553,0.096,19.172,83.447,3.284,3.627,0.316,15.755,155.821,106.429,262.25,0.520697807435653,0.0003660629170638704,0.07310581506196377,0.3181963775023832,0.01252240228789323,0.01383031458531935,0.0012049571020019067,0.06007626310772164,0.5941696854146806,0.4058303145853194
Gwh,2019-01-10,2019,1,01-10,Thursday,140.105,0.11,24.323,83.474,4.2,2.177,0.275,15.789,164.538,105.915,270.453,0.5180382543362433,0.000406725013218563,0.08993429542286462,0.3086451250309666,0.015529500504708768,0.008049457761607379,0.0010168125330464075,0.05837982939734446,0.6083792747723266,0.3916207252276736
Gwh,2019-01-11,2019,1,01-11,Friday,129.162,0.096,20.893,83.498,3.813,2.035,0.287,15.696,150.151,105.329,255.48,0.5055659934241429,0.00037576326914044153,0.08177939564740881,0.32682793173633945,0.014924847346171912,0.007965398465633319,0.0011233756067011117,0.06143729450446219,0.5877211523406921,0.41227884765930795
Gwh,2019-01-12,2019,1,01-12,Saturday,117.709,0.119,6.736,83.307,3.4045,3.637,0.2265,15.804,124.564,106.379,230.943,0.5096885378643214,0.0005152786618343053,0.0291673703034948,0.3607253737935335,0.01474173280852851,0.01574847473186024,0.0009807614866005898,0.06843247034982658,0.5393711868296506,0.46062881317034937
Gwh,2019-01-13,2019,1,01-13,Sunday,93.953,0.12,6.615,83.309,3.716,4.379562,0.244,15.657,100.688,107.30556200000001,207.993562,0.4517110967117338,0.000576940934354497,0.031803869006291646,0.4005364358344899,0.017865937600510924,0.021056238269528748,0.0011731132331874773,0.075276368409903,0.48409190665237994,0.5159080933476201
Gwh,2019-01-14,2019,1,01-14,Monday,117.369,0.12,14.784,83.371,4.7735,4.850893,0.211,15.736,132.273,108.942393,241.21539299999998,0.48657342527058384,0.0004974806893853577,0.061289620932276086,0.34562885462288884,0.01978936725650838,0.020110213281455055,0.0008747368788359208,0.06523630106806659,0.5483605268922452,0.4516394731077548
Gwh,2019-01-15,2019,1,01-15,Tuesday,122.465,0.126,11.307,83.418,5.371,5.017308,0.217,15.743,133.898,109.76630800000001,243.664308,0.5025972043472202,0.000517104868719632,0.04640400595724508,0.34234804713376404,0.02204262103089797,0.020591066624333014,0.0008905694961282552,0.06460938054169181,0.5495183151731848,0.4504816848268151
Gwh,2019-01-16,2019,1,01-16,Wednesday,120.101,0.12,16.58,83.285,6.934,3.422737,0.121,15.702,136.801,109.464737,246.265737,0.4876886304325802,0.00048727850435807885,0.06732564668547455,0.3381915852955216,0.02815657624349099,0.013898551384758815,0.0004913391585610629,0.06376039229525461,0.5555015556224128,0.4444984443775871
Gwh,2019-01-17,2019,1,01-17,Thursday,122.121,0.12,10.141,83.26,5.085,4.3575,0.2965,15.728,132.382,108.727,241.109,0.5064970614950084,0.0004977002102783388,0.04205981527027195,0.34532099589812076,0.021090046410544606,0.01807273888573218,0.0012297342695627288,0.06523190756048095,0.5490545769755588,0.45094542302444124
Gwh,2019-01-18,2019,1,01-18,Friday,134.523,0.12,19.16,83.427,5.987,2.967,0.1615,15.887,153.803,108.4295,262.2325,0.5129913340261028,0.00045760918269093263,0.07306493283631892,0.3181413440363037,0.022830884806421783,0.01131438704203331,0.0006158656917048802,0.06058364237842372,0.5865138760451126,0.4134861239548874
Gwh,2019-01-19,2019,1,01-19,Saturday,124.161,0.12,21.8085,83.543,6.6115,0.754,0.091,15.925,146.0895,106.9245,253.014,0.4907277858142237,0.00047428205553842864,0.08619483506841517,0.33019121471539126,0.026130965084936012,0.00298007224896646,0.00035966389211664177,0.0629411811204123,0.5773969029381772,0.42260309706182264
Gwh,2019-01-20,2019,1,01-20,Sunday,104.655,0.074,17.2375,83.5,5.9754439999999995,0.667,0.1075,15.603,121.9665,105.85294400000001,227.819444,0.4593769441382712,0.0003248186313719561,0.0756629886253256,0.3665183205345721,0.026228858674591442,0.002927757123312091,0.00047186490368223354,0.0684884473688734,0.5353647513949688,0.4646352486050313
Gwh,2019-01-21,2019,1,01-21,Monday,116.83,0.072,24.7285,83.572,6.5855559999999995,0.397,0.106,15.747,141.6305,106.407556,248.03805599999998,0.47101643144631,0.00029027803701219137,0.09969639497577744,0.3369321681830953,0.02655058705991471,0.00160056084297,0.0004273537767123929,0.06348622567820802,0.5710031044590997,0.4289968955409004
Gwh,2019-01-22,2019,1,01-22,Tuesday,111.943,0.072,25.2,83.628,5.8445,0.601,0.091,15.89,137.215,106.0545,243.2695,0.4601604393481304,0.00029596805189306506,0.10358881816257279,0.34376689227379514,0.024024795545680818,0.0024705110998296128,0.0003740707322537351,0.06531850478584451,0.5640452255625963,0.4359547744374038
Gwh,2019-01-23,2019,1,01-23,Wednesday,118.529,0.082,24.8315,83.612,6.438,1.443,0.266,15.651,143.4425,107.41,250.8525,0.47250475877258546,0.0003268853210552018,0.09898844938758831,0.3333114080983845,0.02566448410918767,0.005752384369300685,0.0010603840902522399,0.06239124585164589,0.571820093481229,0.42817990651877097
Gwh,2019-01-24,2019,1,01-24,Thursday,131.457,0.072,24.82,83.53,6.898,0.784,0.217,15.517,156.349,106.946,263.295,0.49927647695550614,0.00027345752862758496,0.09426688695189805,0.317248713420308,0.026198750451015017,0.0029776486450559256,0.0008241706071136937,0.0589338954404755,0.5938168214360318,0.40618317856396813
Gwh,2019-01-25,2019,1,01-25,Friday,135.235,0.072,23.412,83.469,6.155,0.629,0.1725,15.474,158.719,105.8995,264.6185,0.5110564832012879,0.0002720898198727602,0.0884745397619592,0.3154314607633253,0.02325990057384499,0.0023770068986106417,0.0006518818601118214,0.058476637120987385,0.5998031127831198,0.4001968872168802
Gwh,2019-01-26,2019,1,01-26,Saturday,125.054,0.072,11.205,83.365,5.328,3.29,0.337,15.763,136.331,108.083,244.414,0.5116482689207656,0.00029458214341240683,0.045844346068555815,0.34108111646632355,0.021799078612518105,0.01346076738648359,0.0013788080879164042,0.06449303231402456,0.5577871971327338,0.4422128028672662
Gwh,2019-01-27,2019,1,01-27,Sunday,117.361,0.072,6.877,83.19,4.095,2.506,0.296,15.688,124.31,105.775,230.085,0.5100767107807984,0.0003129278310189712,0.029888954082187016,0.36156203142316967,0.01779777038920399,0.010891627007410304,0.0012864810830779927,0.06818349740313362,0.5402785926940044,0.45972140730599564
Gwh,2019-01-28,2019,1,01-28,Monday,134.862,0.072,18.419,83.288,5.576,2.154,0.1275,15.786,153.353,106.9315,260.2845,0.5181330428819234,0.0002766203903805259,0.0707648745891515,0.31998832047240616,0.021422712455025174,0.0082755600122174,0.0004898486079655147,0.06064902059093031,0.5891745378614556,0.4108254621385446
Gwh,2019-01-29,2019,1,01-29,Tuesday,130.694,0.077,24.372,83.297,4.741,2.088,0.313,15.69,155.143,106.129,261.272,0.5002219908754095,0.0002947120242505894,0.09328209681864111,0.3188133439480694,0.01814584035028629,0.007991671514743257,0.0011979852414342141,0.06005235922716556,0.5937987997183013,0.4062012002816988
Gwh,2019-01-30,2019,1,01-30,Wednesday,132.16,0.072,23.65,83.556,5.875,1.385,0.162,15.763,155.882,106.741,262.623,0.503230867060387,0.00027415725203047713,0.09005304181278867,0.31815949098136875,0.02237047021776463,0.005273719361975151,0.0006168538170685736,0.06002139949661683,0.5935580661252061,0.40644193387479394
Gwh,2019-01-31,2019,1,01-31,Thursday,130.421,0.072,24.126,83.524,6.2205,0.796,0.199,15.7,154.619,106.4395,261.0585,0.4995853419827357,0.00027580025166772966,0.0924160676629951,0.31994361417077016,0.023827992576376564,0.003049125004548789,0.0007622812511371973,0.06013977709976883,0.5922772098973985,0.40772279010260154
Gwh,2019-02-01,2019,2,02-01,Friday,132.258,0.072,23.682,83.444,5.355,2.833,0.3095,15.631,156.012,107.5725,263.5845,0.5017669855397415,0.0002731571848875787,0.08984595072927277,0.31657400188554335,0.020316065626013673,0.010747976455368204,0.001174196510037578,0.059301666069135325,0.5918860934539019,0.40811390654609814
Gwh,2019-02-02,2019,2,02-02,Saturday,124.237,0.072,21.894,83.106,4.353,1.965,0.139,15.586,146.203,105.149,251.352,0.4942749610108533,0.0002864508736751647,0.08710493650338966,0.33063592093955885,0.017318342404277664,0.007817721760718037,0.0005530093255673319,0.06200865718195996,0.5816663483879181,0.41833365161208186
Gwh,2019-02-03,2019,2,02-03,Sunday,125.473,0.072,5.495,83.268,4.809,2.104,0.305,15.566,131.04,106.052,237.092,0.5292165066725153,0.0003036795842963912,0.023176657162620417,0.3512054392387765,0.020283265567796468,0.00887419229666121,0.0012864204612555463,0.06565383901607814,0.552696843419432,0.4473031565805679
Gwh,2019-02-04,2019,2,02-04,Monday,120.718,0.072,20.4205,83.5,4.577,1.102,0.346,15.644,141.2105,105.169,246.3795,0.4899677124111381,0.00029223210534967393,0.0828823014901808,0.3389080666208025,0.018577032585909134,0.0044727747235463996,0.0014043376173748221,0.0634955424456986,0.5731422460066685,0.4268577539933314
Gwh,2019-02-05,2019,2,02-05,Tuesday,119.683,0.078,15.675,83.469,4.963,1.148,0.089,15.609,135.436,105.278,240.714,0.49719999667655396,0.00032403599292105985,0.06511877165432838,0.346755901193948,0.02061782862650282,0.004769145126581753,0.0003697333765381324,0.06484458735262594,0.5626428043238034,0.4373571956761967
Gwh,2019-02-06,2019,2,02-06,Wednesday,124.578,0.072,19.476,83.404,6.3635,0.787,0.28,15.75,144.126,106.5845,250.7105,0.496899810737883,0.00028718382357340434,0.07768322427660589,0.3326705502960586,0.025381864740407763,0.003139078738225962,0.0011168259805632394,0.06282146140668221,0.5748702188380622,0.4251297811619378
Gwh,2019-02-07,2019,2,02-07,Thursday,132.978,0.072,17.0415,83.506,6.9435,2.606,0.309,15.705,150.0915,109.0695,259.161,0.5131096113998634,0.0002778195793348536,0.06575642168381816,0.32221669155467064,0.02679222568210495,0.010055525329814284,0.0011923090279787468,0.06059939574241495,0.5791438526630164,0.42085614733698357
Gwh,2019-02-08,2019,2,02-08,Friday,128.72,0.072,18.485,83.299,5.934,2.263,0.0505,15.647,147.277,107.1935,254.4705,0.5058346645288944,0.0002829404587172187,0.0726410330470526,0.3273424620928556,0.023319009472610775,0.008892975806625916,0.00019845129396138257,0.06148846329928224,0.5787586380346641,0.4212413619653359
Gwh,2019-02-09,2019,2,02-09,Saturday,106.172,0.072,8.977,72.948,4.182,4.4215,0.32,15.286,115.221,97.1575,212.3785,0.49991877708901794,0.00033901736757722647,0.04226887373251059,0.34348109625032663,0.019691258766777242,0.020818962371426487,0.0015067438558987844,0.07197527056646506,0.5425266681891058,0.4574733318108942
Gwh,2019-02-10,2019,2,02-10,Sunday,87.497625,0.072,6.735,79.375,4.1735,3.899956,0.195,15.506,94.304625,103.149456,197.454081,0.4431289774152604,0.0003646417416918316,0.034109196254090084,0.4019921978720713,0.021136559846539713,0.01975120483835429,0.0009875713837487108,0.07852965064824363,0.4776028154110423,0.5223971845889577
Gwh,2019-02-11,2019,2,02-11,Monday,118.771875,0.072,18.277,83.134,5.5885,5.036169,0.256,15.693,137.120875,109.707669,246.828544,0.4811918146711589,0.00029170046070522537,0.07404735167096396,0.33680869583705847,0.022641222564599335,0.020403511354019088,0.0010371571936185792,0.06357854624787643,0.5555308668028281,0.44446913319717185
Gwh,2019-02-12,2019,2,02-12,Tuesday,131.062,0.169,17.3045,83.589,6.0645,4.565875,0.0735,15.614,148.5355,109.906875,258.442375,0.5071227193295991,0.0006539175319062905,0.066956898999245,0.32343380221606455,0.023465579125714193,0.017666897698181267,0.0002843960863616115,0.06041578901292793,0.5747335358607504,0.42526646413924957
Gwh,2019-02-13,2019,2,02-13,Wednesday,129.691,0.168,19.209,83.645,5.71,3.041,0.27,15.694,149.068,108.36,257.428,0.5037952359494694,0.0006526096617306587,0.07461892257252513,0.3249258044967913,0.022180959336202743,0.011813011793588887,0.0010488369563528444,0.06096461923333903,0.5790667681837252,0.42093323181627484
Gwh,2019-02-14,2019,2,02-14,Thursday,134.707,0.168,24.427,86.07,5.983,1.128,0.1,15.654,159.302,108.935,268.237,0.5021939553454594,0.0006263118063503544,0.09106499103404823,0.3208729593605654,0.022304902008298627,0.004205236414066664,0.00037280464663711567,0.058358839384574084,0.5938852581858579,0.4061147418141419
Gwh,2019-02-15,2019,2,02-15,Friday,128.54,0.168,22.2935,92.444,5.8855,0.645,0.2045,15.752,151.0015,114.931,265.9325,0.4833557387682964,0.00063173925714232,0.08383142338751376,0.34762204694800375,0.02213155593994717,0.0024254275050999783,0.0007689921314619311,0.05923307606253467,0.5678189014129525,0.43218109858704745
Gwh,2019-02-16,2019,2,02-16,Saturday,116.468,0.145,6.814,94.09,4.869,0.997,0.3375,15.367,123.427,115.6605,239.0875,0.48713546295812205,0.0006064725257489413,0.028500026141057143,0.39353793067391646,0.020364929157735138,0.004170021435666858,0.0014116170857949497,0.0642735400219585,0.5162419616249281,0.48375803837507186
Gwh,2019-02-17,2019,2,02-17,Sunday,113.387,0.144,6.771,93.994,4.737,0.895,0.06,15.401,120.302,115.087,235.389,0.48170050427165245,0.0006117533104775498,0.028765150453079796,0.3993134768404641,0.0201241349425844,0.0038022167560931054,0.0002548972126989791,0.06542786621294963,0.5110774080352098,0.4889225919647902
