hour,sector,source,date
为636,水电,https://cec.org.cn/detail/index.html?3-308702,2022-03-01
为1115,火电,https://cec.org.cn/detail/index.html?3-308702,2022-03-01
为1169,燃煤发电,https://cec.org.cn/detail/index.html?3-308702,2022-03-01
为576,燃气发电,https://cec.org.cn/detail/index.html?3-308702,2022-03-01
1847,核电,https://cec.org.cn/detail/index.html?3-308702,2022-03-01
555,风电,https://cec.org.cn/detail/index.html?3-308702,2022-03-01
300,太阳能发电,https://cec.org.cn/detail/index.html?3-308702,2022-03-01
