hour,sector,source,date
为1161,水电,https://cec.org.cn/detail/index.html?3-126671,2017-05-01
为1677,火电,https://cec.org.cn/detail/index.html?3-126671,2017-05-01
2816,核电,https://cec.org.cn/detail/index.html?3-126671,2017-05-01
852,风电,https://cec.org.cn/detail/index.html?3-126671,2017-05-01
