hour,sector,source,date
1430,水电,https://cec.org.cn/detail/index.html?3-126640,2014-06-01
2375,火电,https://cec.org.cn/detail/index.html?3-126640,2014-06-01
3430,核电,https://cec.org.cn/detail/index.html?3-126640,2014-06-01
986,风电,https://cec.org.cn/detail/index.html?3-126640,2014-06-01
