hour,sector,source,date
为1138,水电,https://cec.org.cn/detail/index.html?3-284711,2020-05-01
为1602,火电,https://cec.org.cn/detail/index.html?3-284711,2020-05-01
2868,核电,https://cec.org.cn/detail/index.html?3-284711,2020-05-01
958,风电,https://cec.org.cn/detail/index.html?3-284711,2020-05-01
550,太阳能发电,https://cec.org.cn/detail/index.html?3-284711,2020-05-01
