hour,sector,source,date
3916,水电,https://cec.org.cn/detail/index.html?3-126657,2015-11-01
3916,火电,https://cec.org.cn/detail/index.html?3-126657,2015-11-01
6763,核电,https://cec.org.cn/detail/index.html?3-126657,2015-11-01
1611,风电,https://cec.org.cn/detail/index.html?3-126657,2015-11-01
