hour,sector,source,date
为3596,水电,https://cec.org.cn/detail/index.html?3-126686,2018-10-01
为3596,火电,https://cec.org.cn/detail/index.html?3-126686,2018-10-01
3691,燃煤发电,https://cec.org.cn/detail/index.html?3-126686,2018-10-01
6084,核电,https://cec.org.cn/detail/index.html?3-126686,2018-10-01
1724,风电,https://cec.org.cn/detail/index.html?3-126686,2018-10-01
1060,太阳能发电,https://cec.org.cn/detail/index.html?3-126686,2018-10-01
