hour,sector,source,date
为408,水电,https://cec.org.cn/detail/index.html?3-307614,2022-02-01
为759,火电,https://cec.org.cn/detail/index.html?3-307614,2022-02-01
为797,燃煤发电,https://cec.org.cn/detail/index.html?3-307614,2022-02-01
为398,燃气发电,https://cec.org.cn/detail/index.html?3-307614,2022-02-01
1195,核电,https://cec.org.cn/detail/index.html?3-307614,2022-02-01
323,风电,https://cec.org.cn/detail/index.html?3-307614,2022-02-01
182,太阳能发电,https://cec.org.cn/detail/index.html?3-307614,2022-02-01
