hour,sector,source,date
为3499,水电,https://cec.org.cn/detail/index.html?3-259909,2019-11-01
为3856,火电,https://cec.org.cn/detail/index.html?3-259909,2019-11-01
6710,核电,https://cec.org.cn/detail/index.html?3-259909,2019-11-01
1882,风电,https://cec.org.cn/detail/index.html?3-259909,2019-11-01
1204,太阳能发电,https://cec.org.cn/detail/index.html?3-259909,2019-11-01
