hour,sector,source,date
为3627,水电,https://cec.org.cn/detail/index.html?3-291756,2020-11-01
为3727,火电,https://cec.org.cn/detail/index.html?3-291756,2020-11-01
6746,核电,https://cec.org.cn/detail/index.html?3-291756,2020-11-01
1912,风电,https://cec.org.cn/detail/index.html?3-291756,2020-11-01
1203,太阳能发电,https://cec.org.cn/detail/index.html?3-291756,2020-11-01
