hour,sector,source,date
为904,水电,https://cec.org.cn/detail/index.html?3-309698,2022-04-01
为1417,火电,https://cec.org.cn/detail/index.html?3-309698,2022-04-01
为1479,燃煤发电,https://cec.org.cn/detail/index.html?3-309698,2022-04-01
为739,燃气发电,https://cec.org.cn/detail/index.html?3-309698,2022-04-01
2447,核电,https://cec.org.cn/detail/index.html?3-309698,2022-04-01
778,风电,https://cec.org.cn/detail/index.html?3-309698,2022-04-01
432,太阳能发电,https://cec.org.cn/detail/index.html?3-309698,2022-04-01
