hour,sector,source,date
为959,水电,https://cec.org.cn/detail/index.html?3-126689,2019-04-01
为1413,火电,https://cec.org.cn/detail/index.html?3-126689,2019-04-01
2258,核电,https://cec.org.cn/detail/index.html?3-126689,2019-04-01
767,风电,https://cec.org.cn/detail/index.html?3-126689,2019-04-01
405,太阳能发电,https://cec.org.cn/detail/index.html?3-126689,2019-04-01
