hour,sector,source,date
为843,水电,https://cec.org.cn/detail/index.html?3-296559,2021-04-01
为1465,火电,https://cec.org.cn/detail/index.html?3-296559,2021-04-01
为1518,燃煤发电,https://cec.org.cn/detail/index.html?3-296559,2021-04-01
为859,燃气发电,https://cec.org.cn/detail/index.html?3-296559,2021-04-01
2450,核电,https://cec.org.cn/detail/index.html?3-296559,2021-04-01
823,风电,https://cec.org.cn/detail/index.html?3-296559,2021-04-01
409,太阳能发电,https://cec.org.cn/detail/index.html?3-296559,2021-04-01
