hour,sector,source,date
为1514,水电,https://cec.org.cn/detail/index.html?3-126672,2017-06-01
为2010,火电,https://cec.org.cn/detail/index.html?3-126672,2017-06-01
3406,核电,https://cec.org.cn/detail/index.html?3-126672,2017-06-01
984,风电,https://cec.org.cn/detail/index.html?3-126672,2017-06-01
