hour,sector,source,date
为600,水电,https://cec.org.cn/detail/index.html?3-295599,2021-03-01
为1116,火电,https://cec.org.cn/detail/index.html?3-295599,2021-03-01
为1160,燃煤发电,https://cec.org.cn/detail/index.html?3-295599,2021-03-01
为620,燃气发电,https://cec.org.cn/detail/index.html?3-295599,2021-03-01
1817,核电,https://cec.org.cn/detail/index.html?3-295599,2021-03-01
619,风电,https://cec.org.cn/detail/index.html?3-295599,2021-03-01
300,太阳能发电,https://cec.org.cn/detail/index.html?3-295599,2021-03-01
