hour,sector,source,date
为3276,水电,https://cec.org.cn/detail/index.html?3-126685,2018-09-01
为3276,火电,https://cec.org.cn/detail/index.html?3-126685,2018-09-01
3367,燃煤发电,https://cec.org.cn/detail/index.html?3-126685,2018-09-01
5447,核电,https://cec.org.cn/detail/index.html?3-126685,2018-09-01
1565,风电,https://cec.org.cn/detail/index.html?3-126685,2018-09-01
950,太阳能发电,https://cec.org.cn/detail/index.html?3-126685,2018-09-01
