hour,sector,source,date
为1262,水电,https://cec.org.cn/detail/index.html?3-310428,2022-05-01
为1720,火电,https://cec.org.cn/detail/index.html?3-310428,2022-05-01
为1791,燃煤发电,https://cec.org.cn/detail/index.html?3-310428,2022-05-01
为897,燃气发电,https://cec.org.cn/detail/index.html?3-310428,2022-05-01
3081,核电,https://cec.org.cn/detail/index.html?3-310428,2022-05-01
976,风电,https://cec.org.cn/detail/index.html?3-310428,2022-05-01
563,太阳能发电,https://cec.org.cn/detail/index.html?3-310428,2022-05-01
