hour,sector,source,date
为1528,水电,https://cec.org.cn/detail/index.html?3-285907,2020-06-01
为1947,火电,https://cec.org.cn/detail/index.html?3-285907,2020-06-01
3519,核电,https://cec.org.cn/detail/index.html?3-285907,2020-06-01
1123,风电,https://cec.org.cn/detail/index.html?3-285907,2020-06-01
663,太阳能发电,https://cec.org.cn/detail/index.html?3-285907,2020-06-01
