hour,sector,source,date
为1496,水电,https://cec.org.cn/detail/index.html?3-299132,2021-06-01
为2186,火电,https://cec.org.cn/detail/index.html?3-299132,2021-06-01
为2257,燃煤发电,https://cec.org.cn/detail/index.html?3-299132,2021-06-01
为1328,燃气发电,https://cec.org.cn/detail/index.html?3-299132,2021-06-01
3805,核电,https://cec.org.cn/detail/index.html?3-299132,2021-06-01
1212,风电,https://cec.org.cn/detail/index.html?3-299132,2021-06-01
660,太阳能发电,https://cec.org.cn/detail/index.html?3-299132,2021-06-01
