hour,sector,source,date
为3324,水电,https://cec.org.cn/detail/index.html?3-290554,2020-10-01
为3358,火电,https://cec.org.cn/detail/index.html?3-290554,2020-10-01
6099,核电,https://cec.org.cn/detail/index.html?3-290554,2020-10-01
1727,风电,https://cec.org.cn/detail/index.html?3-290554,2020-10-01
1115,太阳能发电,https://cec.org.cn/detail/index.html?3-290554,2020-10-01
