hour,sector,source,date
3247,水电,https://cec.org.cn/detail/index.html?3-126655,2015-09-01
3247,火电,https://cec.org.cn/detail/index.html?3-126655,2015-09-01
5525,核电,https://cec.org.cn/detail/index.html?3-126655,2015-09-01
1317,风电,https://cec.org.cn/detail/index.html?3-126655,2015-09-01
