hour,sector,source,date
为845,水电,https://cec.org.cn/detail/index.html?3-126681,2018-04-01
为1426,火电,https://cec.org.cn/detail/index.html?3-126681,2018-04-01
1467,燃煤发电,https://cec.org.cn/detail/index.html?3-126681,2018-04-01
2287,核电,https://cec.org.cn/detail/index.html?3-126681,2018-04-01
812,风电,https://cec.org.cn/detail/index.html?3-126681,2018-04-01
410,太阳能发电,https://cec.org.cn/detail/index.html?3-126681,2018-04-01
