hour,sector,source,date
为3298,水电,https://cec.org.cn/detail/index.html?3-126678,2017-11-01
为3772,火电,https://cec.org.cn/detail/index.html?3-126678,2017-11-01
6504,核电,https://cec.org.cn/detail/index.html?3-126678,2017-11-01
1752,风电,https://cec.org.cn/detail/index.html?3-126678,2017-11-01
