hour,sector,source,date
为1300,水电,https://cec.org.cn/detail/index.html?3-126690,2019-05-01
为1728,火电,https://cec.org.cn/detail/index.html?3-126690,2019-05-01
2839,核电,https://cec.org.cn/detail/index.html?3-126690,2019-05-01
978,风电,https://cec.org.cn/detail/index.html?3-126690,2019-05-01
532,太阳能发电,https://cec.org.cn/detail/index.html?3-126690,2019-05-01
