hour,sector,source,date
为1920,水电,https://cec.org.cn/detail/index.html?3-126673,2017-07-01
为2402,火电,https://cec.org.cn/detail/index.html?3-126673,2017-07-01
4085,核电,https://cec.org.cn/detail/index.html?3-126673,2017-07-01
1118,风电,https://cec.org.cn/detail/index.html?3-126673,2017-07-01
