KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26658.031,MWH,17592.61,17555.95,17651.66,17676.48,17682.77,17697.29,17629.39,17620.91,17693.55,17636.33,17545.04,17473.4,17369.84,17313.38,17267.15,17252.25,17274.22,17285.8,17351.05,17414.14,17509.55,17587.96,17466.43,17426.73,2017-07-21
BARAJLI,19800.878,MWH,16059.89,16058.89,16057.89,16020.89,16011.89,16010.89,16021.29,15900.29,15669.39,15070.49,15072.49,15069.69,15063.29,15065.89,15134.19,15084.39,15079.39,15373.39,16035.39,15996.69,16152.29,16155.49,16132.79,16133.29,2017-07-21
LİNYİT,9470.652,MWH,5774.9,5744.9,5744.9,5744.9,5744.9,5764.9,5764.9,5774.9,5774.9,5772.9,5770.9,5768.9,5764.9,5761.9,5661.9,5659.9,5759.9,5746.9,5746.9,5751.9,5744.9,5716.9,5712.9,5670.9,2017-07-21
İTHAL KÖMÜR,7633.75,MWH,6295.0,6296.0,6295.0,6293.0,6293.0,6294.0,6294.0,6325.0,6386.0,6392.0,6392.0,6392.0,6393.0,6391.0,6387.0,6385.0,6382.0,6381.0,6381.0,6381.0,6381.0,6380.0,6380.0,6380.0,2017-07-21
AKARSU,7285.473,MWH,3550.689,3507.179,3511.669,3493.799,3488.739,3504.679,3473.699,3518.679,3587.709,3670.339,3707.429,3735.499,3726.279,3662.679,3662.799,3657.189,3628.659,3597.849,3636.799,3632.799,3598.899,3585.249,3584.669,3573.129,2017-07-21
RÜZGAR,6225.812,MWH,4360.851,4284.574,4229.44,4208.417,4197.1,4179.746,4150.296,4092.314,3997.36,3957.335,3957.171,3966.316,3986.119,4025.156,4087.804,4143.431,4254.873,4312.14,4360.48,4385.537,4401.16,4390.599,4338.738,4275.794,2017-07-21
JEOTERMAL,897.078,MWH,467.0,471.4,478.25,482.9,487.3,490.3,488.85,481.6,469.45,454.3,438.05,421.0,412.2,404.75,400.6,395.6,394.0,396.25,399.0,407.25,418.3,428.2,440.15,448.3,2017-07-21
TAŞ KÖMÜR,844.766,MWH,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2017-07-21
ASFALTİT KÖMÜR,405.0,MWH,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,2017-07-21
FUEL OİL,394.35,MWH,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,2017-07-21
BİYOKÜTLE,363.06,MWH,112.34,112.44,112.44,112.54,113.9,113.9,113.8,113.7,113.5,114.92,114.92,115.22,115.22,112.02,112.02,112.02,112.02,113.52,113.52,114.52,114.52,114.62,113.15,113.25,2017-07-21
ATIK ISI,140.425,MWH,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,2017-07-21
GÜNEŞ,12.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2017-07-21
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-21
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-21
