KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26605.906,MWH,14971.93,14973.93,14994.93,15077.93,15185.93,15281.93,15402.93,15576.76,15450.53,15412.23,15364.23,15334.73,15457.73,15385.56,15314.56,15388.56,15263.56,15476.23,15526.23,15551.23,15324.06,15398.23,15150.26,15161.26,2017-04-20
BARAJLI,19638.282,MWH,15421.61,15420.61,15420.61,15420.61,15412.01,15412.01,15412.01,15416.51,15394.61,15389.71,15419.01,15419.31,15419.61,15419.21,15417.61,15410.41,15406.71,15445.71,15445.21,15442.91,15549.11,15549.11,15524.61,15524.61,2017-04-20
LİNYİT,9416.904,MWH,4625.9,4625.9,4480.9,4480.9,4480.9,4445.9,4445.9,4480.9,4480.9,4480.9,4482.9,4482.9,4482.9,4482.9,4482.9,4482.9,4482.9,4482.9,4482.9,4482.9,4482.9,4482.9,4482.9,4482.9,2017-04-20
İTHAL KÖMÜR,7616.35,MWH,3491.0,3489.0,3490.0,3491.0,3488.0,3489.0,3488.0,3490.0,3492.0,3498.0,3496.0,3494.0,3489.0,3492.0,3490.0,3489.0,3492.0,3491.0,3491.0,3490.0,3490.0,3492.0,3490.0,3489.0,2017-04-20
AKARSU,7300.402,MWH,4744.927,4716.317,4705.107,4699.337,4726.127,4731.017,4746.337,4762.017,4782.297,4800.887,4787.077,4801.447,4806.927,4820.167,4838.447,4832.937,4832.407,4837.697,4856.487,4855.647,4870.747,4871.897,4851.407,4842.417,2017-04-20
RÜZGAR,6019.356,MWH,4102.069,4123.762,4112.274,4102.624,4108.482,4088.748,4059.012,4025.971,4004.758,4043.801,4203.177,4358.1,4506.052,4587.893,4629.112,4629.464,4603.149,4511.576,4396.142,4249.766,4140.745,4073.769,4021.434,3979.943,2017-04-20
JEOTERMAL,858.978,MWH,504.5,507.1,509.4,511.1,512.25,512.75,511.15,506.85,500.9,488.95,478.2,472.7,467.35,465.9,462.35,463.5,464.65,465.45,474.05,484.65,491.25,493.6,498.2,500.6,2017-04-20
FUEL OİL,735.69,MWH,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,2017-04-20
TAŞ KÖMÜR,616.146,MWH,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,2017-04-20
ASFALTİT KÖMÜR,405.0,MWH,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,2017-04-20
BİYOKÜTLE,362.04,MWH,122.78,122.78,122.78,124.14,124.44,124.44,124.14,124.14,124.14,125.51,125.51,125.51,125.51,125.51,125.51,125.51,125.51,125.51,125.81,125.81,125.51,125.51,125.51,125.51,2017-04-20
ATIK ISI,135.125,MWH,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,2017-04-20
GÜNEŞ,12.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2017-04-20
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-20
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-20
