KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25425.467,MWH,15769.96,15595.75,15764.28,15486.24,15623.99,15686.94,15493.34,15747.79,15652.0,15707.17,15694.25,15686.24,15659.75,15651.51,15648.92,15649.43,15899.63,15645.23,15657.63,15654.58,15509.18,15510.25,15519.89,15389.97,2017-01-20
BARAJLI,19638.282,MWH,14970.82,14967.62,14958.42,14955.62,14958.02,14953.02,15175.02,15175.02,15483.27,15193.87,15281.37,15636.87,15631.57,15351.57,15071.57,15076.57,15287.07,15290.32,15321.32,15321.52,15339.32,15358.32,15344.32,15336.32,2017-01-20
LİNYİT,9416.904,MWH,5083.9,5066.9,5234.9,4944.9,4944.9,4944.9,4944.9,4944.9,4944.9,4944.9,4944.9,4784.9,4784.9,4784.9,4898.9,5033.9,5073.9,5219.9,4934.9,4944.9,4946.9,4967.9,5045.9,5060.9,2017-01-20
İTHAL KÖMÜR,7616.35,MWH,6373.0,6373.0,6373.0,6373.0,6373.0,6373.0,6373.0,6363.0,6363.0,6373.0,6373.0,6373.0,6373.0,6373.0,6373.0,6373.0,6373.0,6373.0,6373.0,6373.0,6373.0,6373.0,6373.0,6373.0,2017-01-20
AKARSU,7201.398,MWH,3395.224,3391.544,3291.214,3266.314,3237.114,3251.514,3252.214,3251.714,3360.884,3467.744,3541.244,3537.444,3496.644,3472.744,3476.344,3480.344,3475.544,3494.944,3490.944,3462.044,3486.444,3465.344,3395.444,3390.044,2017-01-20
RÜZGAR,5781.1,MWH,3532.296,3573.503,3613.551,3656.863,3700.292,3738.209,3777.796,3796.203,3804.633,3808.672,3817.903,3831.069,3841.974,3863.61,3904.379,3933.526,3950.689,3978.648,3996.301,3982.705,3977.976,3965.936,3955.929,3944.246,2017-01-20
JEOTERMAL,829.058,MWH,555.55,556.15,556.45,556.15,555.95,555.65,552.05,549.05,547.85,541.9,539.15,537.55,536.45,534.15,533.5,532.7,533.4,534.45,540.25,543.95,550.25,551.65,553.15,555.95,2017-01-20
FUEL OİL,735.69,MWH,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,2017-01-20
TAŞ KÖMÜR,616.146,MWH,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,2017-01-20
ASFALTİT KÖMÜR,405.0,MWH,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,2017-01-20
BİYOKÜTLE,352.63,MWH,119.365,119.365,119.365,119.365,119.365,120.725,120.725,120.725,120.725,122.095,122.095,122.095,122.295,122.295,122.095,122.095,122.095,122.095,120.725,120.725,120.725,120.725,120.725,120.725,2017-01-20
ATIK ISI,132.925,MWH,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,2017-01-20
GÜNEŞ,12.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2017-01-20
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-20
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-20
