KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26492.811,MWH,18978.03,19083.63,19137.03,19137.63,19145.93,19145.43,19151.93,19129.51,19125.13,18416.43,18410.83,18712.23,18789.03,18750.23,18715.63,18703.23,18658.43,17897.93,18090.73,18168.53,18233.23,18262.23,18264.93,18274.83,2017-11-05
BARAJLI,19809.506,MWH,13619.96,13614.96,13614.96,13601.96,13597.96,13597.96,13597.96,13601.96,13598.96,13610.96,13625.06,13617.16,13615.06,13608.16,13705.76,13677.11,13705.96,13705.96,13618.96,13621.96,13617.96,13617.96,13620.06,13618.96,2017-11-05
LİNYİT,9466.652,MWH,4388.9,4388.9,4388.9,4505.9,4505.9,4505.9,4505.9,4505.9,4511.9,4511.9,4546.9,4560.35,4560.35,4560.35,4600.35,4630.35,4650.35,4656.35,4656.35,4656.35,4656.35,4658.35,4658.35,4658.35,2017-11-05
İTHAL KÖMÜR,8293.75,MWH,4537.0,4537.0,4537.0,4536.0,4536.0,4536.0,4536.0,4536.0,4497.0,4477.0,4478.0,4478.0,4477.0,4478.0,4478.0,4478.0,4478.0,4477.0,4477.0,4477.0,4477.0,4376.0,4477.0,4477.0,2017-11-05
AKARSU,7374.791,MWH,2837.099,2826.289,2818.379,2813.059,2819.649,2826.389,2845.609,2845.859,2858.469,2890.659,2942.189,2977.659,2974.639,2961.989,2932.509,2899.649,2876.219,2916.509,2945.009,2942.609,2935.359,2849.909,2846.619,2844.929,2017-11-05
RÜZGAR,6459.496,MWH,3933.173,3944.359,3950.575,3978.954,4024.596,4058.79,4090.67,4083.992,4100.28,4102.652,4142.398,4179.997,4197.014,4224.483,4221.505,4202.66,4172.748,4168.412,4152.876,4102.937,4024.723,3949.268,3903.2,3840.638,2017-11-05
JEOTERMAL,1077.428,MWH,676.7,680.4,681.9,685.0,688.4,690.4,676.9,623.8,618.7,613.0,607.9,604.3,600.4,596.8,641.75,641.1,643.85,645.2,649.75,654.0,659.85,663.05,666.5,670.3,2017-11-05
TAŞ KÖMÜR,844.766,MWH,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,2017-11-05
BİYOKÜTLE,419.255,MWH,127.6,127.6,127.6,128.86,128.86,128.86,128.86,128.86,128.36,131.23,131.13,131.13,131.13,131.13,131.13,130.03,130.03,130.03,134.23,132.06,128.96,128.96,128.96,128.86,2017-11-05
ASFALTİT KÖMÜR,405.0,MWH,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,2017-11-05
FUEL OİL,394.35,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-05
ATIK ISI,140.425,MWH,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,2017-11-05
GÜNEŞ,12.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2017-11-05
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-05
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-05
