KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26492.811,MWH,19561.93,19573.23,19578.63,19564.73,19569.53,19568.93,19599.73,19588.64,19539.73,19229.63,19505.83,19501.63,19389.53,19362.13,19320.63,19316.23,19394.13,19353.13,19297.03,19356.23,19388.03,19345.13,19281.63,18890.23,2017-11-11
BARAJLI,19809.506,MWH,13932.6,13934.6,13931.2,13882.4,13874.4,13879.4,13878.4,13886.4,13891.5,14015.6,14287.5,14290.6,14291.6,14280.6,14321.6,14325.6,14319.6,14322.6,14349.6,14286.6,14287.6,14292.0,14282.8,14274.6,2017-11-11
LİNYİT,9466.652,MWH,4964.35,4964.35,4957.35,4957.35,4957.35,4957.35,4957.35,4974.35,4994.35,5107.35,5107.35,5107.35,5107.35,5107.35,5107.35,5107.35,5125.35,5143.35,5181.35,5229.35,5249.35,5319.35,5319.35,5319.35,2017-11-11
İTHAL KÖMÜR,8293.75,MWH,6489.0,6490.0,6488.0,6487.0,6488.0,6488.0,6488.0,6683.0,6683.0,6720.0,6719.0,6713.0,6712.0,6714.0,6716.0,6722.0,6720.0,6720.0,6720.0,6720.0,6721.0,6720.0,6683.0,6682.0,2017-11-11
AKARSU,7450.571,MWH,3257.959,3255.749,3249.289,3229.319,3230.359,3218.449,3227.619,3241.869,3315.579,3353.579,3431.809,3437.079,3416.009,3428.209,3423.379,3437.469,3411.989,3399.679,3396.379,3370.979,3353.829,3349.479,3345.939,3307.599,2017-11-11
RÜZGAR,6479.446,MWH,3440.331,3410.878,3393.658,3386.46,3382.363,3390.264,3395.228,3399.053,3401.216,3401.565,3398.646,3416.308,3445.775,3467.635,3516.803,3558.781,3556.818,3549.583,3552.788,3562.359,3579.587,3599.047,3628.001,3655.005,2017-11-11
JEOTERMAL,1077.428,MWH,677.1,679.2,681.5,685.1,685.9,686.2,686.0,684.7,681.3,673.6,666.4,658.9,651.4,645.5,640.9,639.2,641.3,643.9,651.0,661.0,664.6,670.0,674.3,676.8,2017-11-11
TAŞ KÖMÜR,844.766,MWH,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2017-11-11
BİYOKÜTLE,426.955,MWH,126.25,126.25,126.55,126.55,127.51,127.51,127.01,127.01,128.31,131.08,133.88,134.38,131.28,131.18,129.78,129.78,129.78,128.98,128.98,128.98,128.01,127.01,127.01,127.01,2017-11-11
ASFALTİT KÖMÜR,405.0,MWH,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,2017-11-11
FUEL OİL,394.35,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-11
ATIK ISI,140.425,MWH,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,2017-11-11
GÜNEŞ,13.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2017-11-11
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-11
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-11
