KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26493.611,MWH,18858.03,18896.93,18936.93,18866.53,18884.13,18889.23,18927.93,18959.71,19016.63,19155.13,18755.23,18681.03,18584.63,18533.73,18512.03,18924.43,18951.93,19000.83,19083.13,19147.13,19146.43,18778.33,19032.03,18910.83,2017-11-14
BARAJLI,19809.506,MWH,13361.65,13361.65,13357.65,13348.65,13352.65,13348.65,13348.65,13348.65,13213.55,13332.15,13334.75,13334.75,13249.45,13224.95,13230.05,13243.55,13221.55,13300.15,13364.35,13362.75,13353.95,13354.65,13347.15,13343.15,2017-11-14
LİNYİT,9466.652,MWH,4682.35,4682.35,4677.35,4677.35,4677.35,4677.35,4738.35,4790.35,4830.35,4870.35,4901.35,4991.35,5041.35,5047.35,5047.35,5047.35,5047.35,5047.35,5051.35,5051.35,5051.35,5051.35,5051.35,5051.35,2017-11-14
İTHAL KÖMÜR,8293.75,MWH,6490.0,6491.0,6489.0,6488.0,6488.0,6489.0,6517.0,6761.0,6761.0,6764.0,6764.0,6763.0,6762.0,6762.0,6766.0,6770.0,6771.0,6770.0,6771.0,6772.0,6771.0,6770.0,6760.0,6732.0,2017-11-14
AKARSU,7451.911,MWH,3037.174,3031.774,3037.414,3050.844,3040.534,3027.774,3049.894,3051.774,3026.234,3174.674,3196.454,3212.174,3201.954,3199.454,3193.144,3205.334,3158.754,3193.444,3181.144,3177.044,3151.794,3146.144,3128.804,3098.964,2017-11-14
RÜZGAR,6479.446,MWH,4153.698,4115.812,4072.263,4043.981,4033.745,4014.435,3996.131,3971.055,3949.378,3923.144,3915.863,3913.55,3905.426,3872.619,3835.01,3778.944,3686.274,3613.063,3574.88,3539.383,3516.803,3516.151,3510.983,3504.686,2017-11-14
JEOTERMAL,1077.428,MWH,680.0,680.9,682.0,683.3,684.6,685.5,684.9,684.1,679.8,671.7,665.9,657.7,647.3,640.2,634.2,630.7,632.4,637.5,645.7,656.6,661.9,666.8,672.1,673.9,2017-11-14
TAŞ KÖMÜR,844.766,MWH,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,2017-11-14
BİYOKÜTLE,426.955,MWH,185.906,185.906,185.906,185.906,185.906,186.206,186.206,186.606,186.306,189.076,191.976,192.176,189.076,189.076,189.076,187.676,187.276,187.276,187.276,185.906,186.216,186.216,185.916,185.916,2017-11-14
ASFALTİT KÖMÜR,405.0,MWH,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,2017-11-14
FUEL OİL,394.35,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-14
ATIK ISI,140.425,MWH,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,2017-11-14
GÜNEŞ,13.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2017-11-14
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-14
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-14
