KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26466.031,MWH,17516.83,17510.83,17540.93,17556.03,17568.33,17553.93,17550.73,17668.52,17741.23,17687.13,17594.83,17501.53,17429.43,17378.73,17137.53,17131.03,17276.23,17335.63,17388.83,17449.13,17569.63,17657.63,17703.63,17762.43,2017-08-04
BARAJLI,19804.478,MWH,15392.76,15389.96,15388.96,15354.96,15353.96,15352.96,15367.86,15366.06,15359.46,15392.06,15690.76,15679.26,15874.26,15870.86,15896.86,15886.86,15853.36,15854.36,15853.16,15857.16,15855.16,15851.16,15844.96,15843.36,2017-08-04
LİNYİT,9470.652,MWH,5179.9,5185.9,5185.9,5185.9,5185.9,5185.9,5185.9,5185.9,5186.9,5177.9,5175.9,5175.9,5175.9,5175.9,5175.9,5070.9,5070.9,5070.9,5070.9,5070.9,5077.9,5086.9,5090.9,5090.9,2017-08-04
İTHAL KÖMÜR,7633.75,MWH,6809.0,6810.0,6811.0,6810.0,6809.0,6809.0,6809.0,6809.0,6811.0,6814.0,6813.0,6812.0,6813.0,6811.0,6811.0,6810.0,6814.0,6816.0,6820.0,6821.0,6819.0,6817.0,6812.0,6810.0,2017-08-04
AKARSU,7285.473,MWH,3254.577,3244.277,3180.067,3175.847,3187.487,3186.477,3211.547,3202.067,3337.347,3408.787,3419.167,3426.387,3427.117,3437.417,3455.637,3469.677,3463.097,3402.087,3343.237,3322.287,3348.047,3364.297,3357.337,3335.717,2017-08-04
RÜZGAR,6272.062,MWH,4189.675,4137.386,4102.661,4103.883,4107.841,4092.405,4073.822,4036.3,4015.892,4031.797,4084.65,4146.954,4206.488,4244.158,4286.151,4335.511,4358.304,4366.221,4373.125,4335.038,4290.731,4269.426,4212.827,4162.147,2017-08-04
JEOTERMAL,897.078,MWH,463.3,466.9,472.45,476.4,480.8,483.9,482.85,479.1,461.4,448.55,438.05,423.5,413.5,400.9,394.2,391.2,390.9,396.3,402.0,412.6,425.05,436.05,449.6,455.9,2017-08-04
TAŞ KÖMÜR,844.766,MWH,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,2017-08-04
ASFALTİT KÖMÜR,405.0,MWH,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,2017-08-04
FUEL OİL,394.35,MWH,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,2017-08-04
BİYOKÜTLE,364.264,MWH,114.49,114.79,114.79,114.79,116.15,116.15,116.15,115.85,115.85,117.82,118.02,118.02,117.52,117.52,116.42,116.42,116.42,116.12,116.52,115.65,115.65,116.72,116.72,115.35,2017-08-04
ATIK ISI,140.425,MWH,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,2017-08-04
GÜNEŞ,12.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2017-08-04
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-04
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-04
