KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25037.116,MWH,16816.13,16669.07,16558.01,16643.92,16601.0,16713.15,17769.28,18139.46,18456.72,18559.89,18568.71,18543.96,18536.78,18519.44,18504.75,18306.41,18307.82,18321.27,18192.15,18047.3,18017.48,18027.45,18161.89,18159.66,2017-02-18
BARAJLI,19638.282,MWH,14575.82,14575.82,14576.82,14576.82,14579.82,14573.82,14575.82,14576.82,14609.52,14630.72,14362.42,14351.32,14338.82,14331.82,14415.82,14412.82,14416.62,14418.62,14718.62,14720.62,14672.62,14667.62,14664.62,14655.62,2017-02-18
LİNYİT,9416.904,MWH,5193.9,5193.9,5193.9,5193.9,5193.9,5193.9,5193.9,5198.9,5198.9,5198.9,5198.9,5198.9,5198.9,5198.9,5198.9,5198.9,5198.9,5198.9,5198.9,5198.9,5198.9,5198.9,5198.9,5198.9,2017-02-18
İTHAL KÖMÜR,7616.35,MWH,6146.0,6046.0,5931.0,5781.0,5781.0,5781.0,5781.0,5796.0,5796.0,5796.0,5796.0,5796.0,5796.0,5796.0,5796.0,5785.0,5796.0,5796.0,5796.0,5796.0,5796.0,5796.0,5796.0,5796.0,2017-02-18
AKARSU,7202.358,MWH,3169.629,3153.019,3156.019,3138.819,3119.119,3126.219,3145.619,3156.919,3180.169,3320.869,3398.669,3422.569,3393.619,3382.319,3374.619,3357.219,3326.519,3298.819,3321.619,3328.019,3299.819,3282.419,3229.919,3209.169,2017-02-18
RÜZGAR,5841.94,MWH,3315.417,3344.486,3375.493,3408.436,3436.224,3455.996,3479.765,3502.157,3530.774,3563.001,3592.316,3620.642,3654.057,3706.831,3748.776,3773.403,3773.512,3753.807,3745.408,3733.793,3727.762,3744.869,3759.651,3775.836,2017-02-18
JEOTERMAL,829.058,MWH,472.9,473.3,476.2,477.7,478.0,478.3,477.4,474.0,473.7,469.9,466.3,464.5,462.3,461.3,460.5,460.5,460.7,463.15,487.2,519.5,529.3,538.4,540.1,540.1,2017-02-18
FUEL OİL,735.69,MWH,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,2017-02-18
TAŞ KÖMÜR,616.146,MWH,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,2017-02-18
ASFALTİT KÖMÜR,405.0,MWH,360.0,360.0,360.0,360.0,360.0,360.0,345.0,315.0,315.0,315.0,315.0,322.0,315.0,321.0,321.0,321.0,321.0,329.0,329.0,330.0,330.0,360.0,360.0,360.0,2017-02-18
BİYOKÜTLE,356.23,MWH,123.54,123.54,123.54,124.9,124.9,124.9,124.9,124.9,124.9,126.27,126.27,126.47,126.47,126.27,126.27,126.27,126.27,126.27,124.9,124.9,124.9,124.9,124.9,124.9,2017-02-18
ATIK ISI,132.925,MWH,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,2017-02-18
GÜNEŞ,12.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2017-02-18
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-18
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-18
