KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26269.407,MWH,19168.93,19170.53,19180.53,19197.53,19203.53,20001.33,20011.43,20011.35,20014.43,20009.23,19988.63,19910.03,19970.83,19966.83,19969.33,19968.63,19990.93,20005.23,20008.03,20017.43,20013.23,20008.43,19987.13,19987.23,2017-12-22
BARAJLI,19947.506,MWH,15237.64,15230.34,15226.34,15193.14,15188.14,15190.14,15142.14,15135.14,14876.64,14984.04,14784.34,14981.84,14824.84,14824.84,14854.84,14561.94,14601.94,14895.94,15032.94,15235.94,15230.44,15229.44,15144.44,15131.44,2017-12-22
LİNYİT,9472.652,MWH,5074.45,5074.45,5074.45,5074.45,5074.45,5074.45,5074.45,5079.45,5079.45,5053.45,5286.45,5186.45,5206.45,5092.45,5212.45,5212.45,5212.45,5212.45,5212.45,5212.45,5116.45,4979.45,4979.45,5075.45,2017-12-22
İTHAL KÖMÜR,8293.75,MWH,6078.0,6076.0,6077.0,6076.0,6220.0,6221.0,6466.0,6630.0,6658.0,6660.0,6660.0,6657.0,6661.0,6667.0,6724.0,6652.0,6515.0,6442.0,6440.0,6439.0,6420.0,6376.0,6271.0,6149.0,2017-12-22
AKARSU,7498.455,MWH,3616.882,3607.182,3608.172,3600.052,3608.822,3625.812,3640.732,3673.482,3767.992,3827.932,3825.112,3868.082,3833.762,3819.962,3764.882,3751.372,3728.342,3717.732,3749.782,3744.382,3756.982,3730.882,3676.892,3657.902,2017-12-22
RÜZGAR,6544.402,MWH,4241.05,4272.154,4266.427,4257.686,4232.887,4206.622,4201.317,4188.614,4169.171,4152.279,4110.349,4089.33,4089.322,4121.044,4166.202,4232.281,4275.062,4333.202,4397.594,4466.482,4533.574,4596.414,4667.869,4737.371,2017-12-22
JEOTERMAL,1077.428,MWH,655.75,656.05,658.85,659.45,660.1,660.7,659.7,655.6,654.45,651.95,648.95,645.7,655.8,654.3,653.0,652.2,652.6,653.7,655.5,656.7,658.6,661.2,664.8,667.2,2017-12-22
TAŞ KÖMÜR,844.766,MWH,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,2017-12-22
BİYOKÜTLE,447.805,MWH,134.53,134.53,134.53,134.53,135.79,135.79,135.79,135.79,135.64,143.01,142.51,142.21,138.81,138.81,137.41,137.41,137.41,137.91,137.91,136.39,136.39,136.39,136.69,136.99,2017-12-22
FUEL OİL,433.27,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-22
ASFALTİT KÖMÜR,405.0,MWH,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,2017-12-22
ATIK ISI,140.425,MWH,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2017-12-22
GÜNEŞ,17.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2017-12-22
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-22
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-22
