KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26496.96,MWH,19251.43,18581.63,18032.13,18239.73,18253.03,18253.63,18262.33,18255.25,18361.43,18323.53,18249.93,17975.63,17941.63,17907.73,17893.83,18130.33,18159.83,18224.23,18193.13,18296.73,18297.23,18277.23,18327.73,18327.53,2017-11-19
BARAJLI,19809.506,MWH,13776.99,13814.99,13815.99,13789.99,13741.99,13731.99,13731.99,13735.99,13337.89,13340.09,13339.49,13385.49,13381.49,13340.49,13517.49,13526.49,13576.89,13538.29,13844.49,13852.49,13852.49,13892.79,13832.49,13838.19,2017-11-19
LİNYİT,9466.652,MWH,5195.35,5195.35,4800.45,4800.45,4800.45,4800.45,4800.45,4800.45,4800.45,4996.45,4996.45,4996.45,4996.45,5040.45,5040.45,5040.45,5040.45,5040.45,5040.45,5040.45,5040.45,5040.45,5040.45,5040.45,2017-11-19
İTHAL KÖMÜR,8293.75,MWH,6411.0,6391.0,6390.0,6490.0,6590.0,6389.0,6431.0,6473.0,6473.0,6478.0,6477.0,7078.0,7076.0,7078.0,7075.0,7075.0,6798.0,6983.0,7009.0,7009.0,7009.0,7009.0,6977.0,6977.0,2017-11-19
AKARSU,7451.911,MWH,3164.16,3155.51,3143.1,3110.98,3102.47,3090.76,3083.03,3106.18,3109.89,3151.23,3194.31,3258.73,3252.01,3253.01,3228.73,3256.07,3236.79,3224.08,3220.68,3223.23,3214.93,3176.43,3169.74,3146.85,2017-11-19
RÜZGAR,6481.161,MWH,3867.242,3861.151,3850.932,3842.356,3848.753,3846.334,3861.571,3868.982,3832.58,3863.139,3902.924,3948.248,3971.814,3981.687,4000.944,4013.556,4019.211,4053.958,4034.772,4049.048,4083.757,4113.13,4148.473,4150.339,2017-11-19
JEOTERMAL,1077.428,MWH,673.3,675.2,676.0,678.3,680.1,678.8,678.0,678.4,672.2,666.0,661.1,652.4,648.1,643.2,641.1,641.0,643.8,647.2,653.4,659.6,664.2,666.3,668.9,673.5,2017-11-19
TAŞ KÖMÜR,844.766,MWH,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,2017-11-19
BİYOKÜTLE,426.955,MWH,128.38,128.38,128.38,128.38,128.38,128.68,128.18,127.88,127.88,130.65,130.65,130.65,130.65,130.65,129.25,129.25,129.25,129.25,129.75,128.38,128.68,128.68,128.68,128.38,2017-11-19
ASFALTİT KÖMÜR,405.0,MWH,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,2017-11-19
FUEL OİL,394.35,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-19
ATIK ISI,140.425,MWH,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,2017-11-19
GÜNEŞ,13.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2017-11-19
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-19
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-19
