KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26317.407,MWH,20023.83,19908.43,19586.23,19594.93,19940.73,19919.03,18994.93,18971.79,18936.73,19013.03,19416.33,19366.83,19321.13,19274.03,19238.73,19226.23,19241.13,19281.93,19269.33,19244.16,20345.03,20389.73,20403.93,20436.93,2017-12-03
BARAJLI,19809.506,MWH,14669.49,14665.39,14666.09,14639.29,14563.89,14558.89,14560.89,14563.89,14408.99,14508.69,14551.59,14552.59,14541.59,14537.59,14713.59,14734.59,14732.59,14733.59,14813.59,14821.59,14818.59,14812.59,14682.59,14682.59,2017-12-03
LİNYİT,9466.652,MWH,5460.35,5460.35,5460.35,5460.35,5460.35,5460.35,5460.35,5467.35,5467.35,5522.35,5522.35,5522.35,5522.35,5522.35,5522.35,5522.35,5522.35,5522.35,5522.35,5522.35,5522.35,5522.35,5522.35,5522.35,2017-12-03
İTHAL KÖMÜR,8293.75,MWH,6198.0,6108.0,6109.0,6107.0,6176.0,6257.0,6257.0,6258.0,6262.0,6288.0,6288.0,6289.0,6288.0,6286.0,6291.0,6297.0,6296.0,6297.0,6297.0,6297.0,6297.0,6293.0,6284.0,6283.0,2017-12-03
AKARSU,7470.208,MWH,3370.291,3357.881,3315.671,3298.201,3310.991,3313.981,3344.251,3340.301,3322.761,3413.161,3436.041,3482.311,3462.991,3451.191,3456.661,3442.851,3455.021,3473.611,3474.761,3484.361,3491.561,3495.911,3454.121,3435.381,2017-12-03
RÜZGAR,6535.602,MWH,4082.103,4091.291,4096.946,4104.976,4112.883,4124.331,4145.956,4157.433,4166.648,4174.005,4159.853,4161.101,4171.559,4206.435,4235.258,4234.134,4236.745,4223.21,4221.281,4208.465,4221.074,4222.991,4203.347,4181.368,2017-12-03
JEOTERMAL,1077.428,MWH,655.1,656.0,662.4,662.9,663.4,662.9,663.4,660.8,659.1,653.6,648.2,645.0,639.6,637.0,636.4,635.9,639.5,641.2,644.3,645.6,650.1,652.9,655.0,656.2,2017-12-03
TAŞ KÖMÜR,844.766,MWH,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,2017-12-03
BİYOKÜTLE,432.437,MWH,130.29,130.29,130.29,130.29,130.3,130.6,130.6,130.0,131.0,133.27,133.57,133.07,132.77,132.77,132.77,131.37,131.37,131.67,135.07,133.9,131.1,130.1,130.5,130.2,2017-12-03
ASFALTİT KÖMÜR,405.0,MWH,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,2017-12-03
FUEL OİL,394.35,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-03
ATIK ISI,140.425,MWH,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,2017-12-03
GÜNEŞ,13.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2017-12-03
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-03
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-03
