KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26690.031,MWH,16842.84,16703.2,16729.72,16759.99,16763.94,16765.97,16778.3,16669.44,16654.77,16939.32,16999.8,16938.47,16892.23,17171.32,17114.62,17143.73,17131.51,17152.36,17202.87,17262.1,17326.74,17422.75,17232.17,17160.23,2017-07-08
BARAJLI,19800.878,MWH,16145.35,16023.35,15964.35,15925.35,15923.35,15925.35,15923.35,15911.45,15985.45,16045.05,16066.85,16071.85,16071.85,16071.85,16103.25,16104.25,16081.25,16062.15,16018.65,16028.05,16167.05,16164.05,16167.05,16155.45,2017-07-08
LİNYİT,9470.652,MWH,5177.9,5177.9,5177.9,5177.9,5177.9,5177.9,5177.9,5165.9,5175.9,5170.9,5183.9,5152.9,5105.9,5120.9,5120.9,5145.9,5055.9,5055.9,5057.9,5057.9,5057.9,5059.9,5059.9,5061.9,2017-07-08
İTHAL KÖMÜR,7633.75,MWH,6830.0,6470.0,6470.0,6469.0,6469.0,6470.0,6470.0,6471.0,6831.0,6833.0,6833.0,6862.0,6820.0,6821.0,6821.0,6831.0,6830.0,6830.0,6830.0,6830.0,6831.0,6829.0,6829.0,6829.0,2017-07-08
AKARSU,7285.473,MWH,3578.191,3560.481,3528.171,3481.101,3466.991,3459.881,3463.601,3473.241,3597.901,3688.891,3721.781,3758.851,3769.831,3767.631,3712.751,3662.341,3625.811,3628.401,3646.051,3645.951,3653.781,3635.141,3596.221,3563.391,2017-07-08
RÜZGAR,6211.812,MWH,4435.851,4384.228,4318.161,4275.177,4241.029,4198.26,4146.188,4058.296,3994.677,3949.253,3937.484,3916.279,3913.975,3932.28,3958.135,4045.609,4117.09,4191.237,4251.162,4268.41,4268.08,4255.514,4203.755,4119.411,2017-07-08
JEOTERMAL,897.078,MWH,425.3,429.2,434.5,439.2,439.2,439.5,434.7,427.4,420.4,413.1,404.1,397.1,390.2,383.4,378.2,373.8,373.6,374.4,376.8,385.5,396.5,404.8,416.4,421.8,2017-07-08
TAŞ KÖMÜR,844.766,MWH,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,2017-07-08
ASFALTİT KÖMÜR,405.0,MWH,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,2017-07-08
FUEL OİL,394.35,MWH,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,2017-07-08
BİYOKÜTLE,363.06,MWH,111.62,111.62,111.32,111.32,112.68,112.68,112.58,112.58,110.58,113.35,113.35,113.35,113.35,111.95,112.25,112.25,112.25,111.95,112.45,113.35,113.35,113.45,112.85,111.48,2017-07-08
ATIK ISI,140.425,MWH,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,2017-07-08
GÜNEŞ,12.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2017-07-08
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-08
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-08
