KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26269.407,MWH,19599.93,19592.73,18804.13,18809.43,18802.03,18801.23,19489.33,19473.43,19467.83,19445.93,18632.03,18538.53,18542.83,18533.13,18535.43,18594.53,18598.93,18619.83,18623.43,18617.93,18633.53,18646.43,18629.93,18633.23,2017-12-23
BARAJLI,19947.506,MWH,15126.24,15118.14,15114.34,15073.74,15067.74,15067.74,15021.74,15016.74,14273.64,14369.64,14367.14,14384.44,14373.44,14369.94,14408.94,14474.94,14951.94,15156.94,15024.94,15033.94,15037.94,15153.94,15151.94,15151.94,2017-12-23
LİNYİT,9472.652,MWH,5218.45,5098.45,5098.45,5243.45,5243.45,5243.45,5243.45,5255.45,5255.45,5255.45,5255.45,5255.45,5255.45,5233.45,5233.45,5233.45,5249.45,5375.45,5375.45,5375.45,5375.45,5375.45,5375.45,5375.45,2017-12-23
İTHAL KÖMÜR,8293.75,MWH,5942.0,5941.0,5941.0,5940.0,5939.0,5940.0,5945.0,6148.0,6149.0,6157.0,6169.0,6164.0,6168.0,6172.0,6178.0,6183.0,6184.0,6186.0,6185.0,6173.0,6172.0,6166.0,6148.0,6148.0,2017-12-23
AKARSU,7498.455,MWH,3530.102,3533.002,3528.992,3527.722,3561.512,3567.902,3593.322,3617.072,3666.082,3713.172,3775.452,3782.422,3756.502,3738.502,3754.222,3719.412,3726.182,3738.972,3731.122,3741.522,3734.722,3638.872,3635.882,3620.542,2017-12-23
RÜZGAR,6544.402,MWH,5103.951,5099.959,5039.327,5018.023,5027.286,5043.64,5033.308,5012.098,5003.586,5002.337,5007.429,4994.362,4994.829,4973.258,4943.102,4897.197,4871.182,4865.15,4865.342,4895.242,4916.023,4930.797,4898.812,4892.184,2017-12-23
JEOTERMAL,1077.428,MWH,686.8,688.6,690.9,690.5,690.8,692.4,692.0,689.1,687.1,683.6,681.8,679.5,677.4,675.9,674.7,673.3,674.6,675.8,677.3,678.5,680.5,684.9,690.2,692.1,2017-12-23
TAŞ KÖMÜR,844.766,MWH,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,2017-12-23
BİYOKÜTLE,447.805,MWH,136.56,136.56,136.26,136.26,136.26,137.66,137.66,136.66,136.41,142.08,142.38,139.28,138.98,138.98,137.58,136.68,136.98,136.68,136.68,136.76,135.76,136.06,136.06,136.06,2017-12-23
FUEL OİL,433.27,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-23
ASFALTİT KÖMÜR,405.0,MWH,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,2017-12-23
ATIK ISI,140.425,MWH,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,2017-12-23
GÜNEŞ,17.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2017-12-23
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-23
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-23
