KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26383.081,MWH,18063.21,18115.04,18205.26,18241.39,18293.64,18315.51,18306.1,18288.64,18275.2,18193.79,18086.94,17982.43,17894.53,17842.89,17811.81,17814.74,17221.69,17924.8,17994.91,18080.68,18169.22,18234.88,18308.6,18293.5,2017-09-21
BARAJLI,19804.478,MWH,14284.25,14286.25,14284.25,14255.25,14257.25,14255.25,14271.25,14270.25,14128.25,14228.25,14206.45,14250.65,14317.05,14360.65,14375.65,14375.65,14404.05,14344.45,14327.25,14287.25,14284.25,14285.25,14287.25,14289.25,2017-09-21
LİNYİT,9466.652,MWH,5202.35,5081.35,5080.35,5055.35,4995.35,4983.35,5082.35,5089.35,5133.35,5128.35,5122.35,5117.35,5117.35,5117.35,5117.35,5117.35,5107.9,5117.35,5117.35,5122.35,5234.35,5239.35,5233.35,5196.35,2017-09-21
İTHAL KÖMÜR,7633.75,MWH,6290.0,6260.0,6289.0,6260.0,6288.0,6288.0,6289.0,6289.0,6201.0,6218.0,6239.0,6236.0,6295.0,6253.0,6295.0,6269.0,6295.0,6294.0,6295.0,6295.0,6294.0,6292.0,6290.0,6288.0,2017-09-21
AKARSU,7304.084,MWH,2905.647,2892.237,2891.977,2893.017,2896.057,2892.297,2888.467,2896.867,2903.177,3010.367,3036.997,3037.917,3025.497,3003.187,3031.757,3036.247,3005.467,3010.207,3008.967,2988.017,2986.867,3000.217,3010.777,2935.137,2017-09-21
RÜZGAR,6332.022,MWH,3851.436,3840.288,3819.683,3803.655,3754.719,3697.253,3635.712,3580.659,3466.81,3451.686,3544.118,3659.801,3811.967,3868.16,3913.083,3947.392,3938.496,3926.86,3892.184,3817.5,3745.954,3691.4,3675.179,3683.514,2017-09-21
JEOTERMAL,1028.868,MWH,585.1,590.9,596.4,602.2,607.0,611.6,613.1,608.3,592.7,580.7,560.2,541.9,524.7,514.0,501.8,500.2,504.2,507.9,519.8,533.6,547.2,559.9,571.7,579.6,2017-09-21
TAŞ KÖMÜR,844.766,MWH,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2017-09-21
ASFALTİT KÖMÜR,405.0,MWH,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,2017-09-21
FUEL OİL,394.35,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-21
BİYOKÜTLE,370.005,MWH,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,124.67,124.67,124.87,124.87,123.47,123.47,123.47,123.47,123.97,124.07,123.2,123.2,123.2,123.2,123.2,2017-09-21
ATIK ISI,140.425,MWH,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,2017-09-21
GÜNEŞ,12.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2017-09-21
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-21
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-21
