KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26605.906,MWH,12094.43,12324.43,12346.43,12424.43,12535.43,12629.43,12752.43,13907.34,14094.73,14327.43,14271.03,14226.73,13447.06,13375.06,13607.06,14083.06,14095.06,13503.06,13418.06,13829.23,14095.23,14155.23,14172.43,14172.26,2017-05-08
BARAJLI,19685.202,MWH,15857.25,15855.25,15847.45,15851.25,15850.25,15850.25,15850.25,15850.25,15899.65,15999.45,15999.25,16002.25,15951.25,15908.25,15905.25,15899.75,15895.25,15883.05,15903.05,15901.15,15903.15,15900.75,15857.25,15857.25,2017-05-08
LİNYİT,9416.904,MWH,3920.9,3920.9,3920.9,3920.9,3960.9,3990.9,3897.9,3917.9,3923.9,3923.9,3923.9,3923.9,3923.9,3923.9,3921.9,3921.9,3941.9,3976.9,4026.9,3893.9,3906.9,3906.9,3906.9,3906.9,2017-05-08
İTHAL KÖMÜR,7616.35,MWH,4103.0,4101.0,4103.0,4102.0,4101.0,4101.0,4101.0,4102.0,4454.0,4458.0,4434.0,4437.0,4436.0,4429.0,4429.0,4427.0,4428.0,4430.0,4429.0,4429.0,4427.0,4426.0,4427.0,4328.0,2017-05-08
AKARSU,7302.562,MWH,4690.479,4687.669,4676.759,4617.589,4605.179,4617.569,4612.689,4646.669,4670.949,4694.539,4683.249,4660.219,4652.599,4659.299,4684.519,4704.909,4700.679,4687.969,4660.219,4631.399,4642.399,4654.949,4659.359,4676.869,2017-05-08
RÜZGAR,6069.956,MWH,3885.685,3872.239,3857.98,3832.546,3790.677,3736.397,3679.759,3641.724,3648.574,3739.447,3912.097,4102.128,4267.609,4358.763,4431.982,4478.433,4489.803,4452.482,4362.777,4223.819,4100.543,3991.002,3899.547,3827.961,2017-05-08
JEOTERMAL,858.978,MWH,502.75,504.25,507.8,510.35,512.35,511.4,509.4,504.95,496.5,488.25,478.95,469.15,457.0,447.75,443.3,439.95,440.6,449.9,462.0,470.6,478.5,491.35,495.55,499.25,2017-05-08
FUEL OİL,735.69,MWH,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,2017-05-08
TAŞ KÖMÜR,616.146,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-08
ASFALTİT KÖMÜR,405.0,MWH,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,2017-05-08
BİYOKÜTLE,362.04,MWH,111.0,109.63,109.63,109.63,109.63,110.99,110.99,110.99,110.99,113.76,113.76,113.76,113.76,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,2017-05-08
ATIK ISI,135.125,MWH,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,2017-05-08
GÜNEŞ,12.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2017-05-08
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-08
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-08
