KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25555.647,MWH,19005.56,19006.79,18865.52,18865.72,18905.82,18902.98,18863.28,18369.68,15494.23,15221.17,15323.58,15310.91,15303.49,15297.3,15293.74,15295.8,15298.76,15308.96,15329.24,15341.72,15344.83,15139.02,14983.76,14991.61,2017-01-03
BARAJLI,19638.282,MWH,14893.72,14895.72,14880.72,14882.72,14885.72,14880.72,14880.72,14891.72,14987.22,15308.82,15304.82,15340.82,15201.22,15195.22,15179.22,15178.02,15123.02,15113.02,15110.02,15130.02,15194.52,15188.52,15191.72,15172.72,2017-01-03
LİNYİT,9416.904,MWH,5393.9,5393.9,5393.9,5393.9,5468.9,5532.9,5532.9,5481.9,5481.9,5481.9,5306.9,5306.9,5305.9,5356.9,5356.9,5356.9,5357.9,5357.9,5232.9,5232.9,5232.9,5232.9,5232.9,5232.9,2017-01-03
İTHAL KÖMÜR,7616.35,MWH,6936.0,6768.0,6662.0,6996.0,6996.0,6996.0,6996.0,7026.0,7026.0,7026.0,7026.0,7026.0,7026.0,7026.0,7026.0,7026.0,7026.0,7026.0,7026.0,7026.0,7026.0,7026.0,7026.0,7026.0,2017-01-03
AKARSU,7194.798,MWH,3074.174,3039.074,3025.924,3016.124,3003.774,2995.674,2997.184,3017.454,3094.704,3326.504,3286.724,3457.124,3298.274,3261.274,3324.224,3320.304,3328.504,3393.704,3356.854,3296.454,3267.704,3147.404,3148.854,3132.554,2017-01-03
RÜZGAR,5718.182,MWH,3257.36,3271.961,3281.942,3289.476,3286.533,3279.38,3276.408,3278.046,3267.287,3237.37,3213.274,3190.211,3187.249,3185.861,3196.503,3198.366,3206.152,3202.875,3197.604,3196.272,3193.866,3196.829,3193.62,3187.053,2017-01-03
JEOTERMAL,829.058,MWH,554.74,555.34,556.34,556.24,554.44,554.64,555.09,554.49,553.69,548.99,545.39,543.24,541.54,539.54,537.84,538.94,539.64,539.54,543.44,545.54,548.54,552.74,554.74,554.54,2017-01-03
FUEL OİL,735.69,MWH,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,2017-01-03
TAŞ KÖMÜR,616.146,MWH,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,2017-01-03
ASFALTİT KÖMÜR,405.0,MWH,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,2017-01-03
BİYOKÜTLE,352.63,MWH,117.49,117.49,117.29,117.29,118.65,118.65,118.65,118.65,118.65,121.72,121.72,121.72,121.42,120.02,120.22,120.22,120.02,120.02,118.65,118.65,118.65,118.65,118.65,118.65,2017-01-03
ATIK ISI,132.925,MWH,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,2017-01-03
GÜNEŞ,12.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2017-01-03
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-03
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-03
