power,sector,source,date
2.8亿千瓦,水电,https://cec.org.cn/detail/index.html?3-126661,2016-05-01
10.1亿千瓦,火电,https://cec.org.cn/detail/index.html?3-126661,2016-05-01
,燃煤发电,https://cec.org.cn/detail/index.html?3-126661,2016-05-01
,燃气发电,https://cec.org.cn/detail/index.html?3-126661,2016-05-01
2849万千瓦,核电,https://cec.org.cn/detail/index.html?3-126661,2016-05-01
1.4亿千瓦,风电,https://cec.org.cn/detail/index.html?3-126661,2016-05-01
,太阳能发电,https://cec.org.cn/detail/index.html?3-126661,2016-05-01
