power,sector,source,date
3.6亿千瓦,水电,https://cec.org.cn/detail/index.html?3-287106,2020-07-01
12.2亿千瓦,火电,https://cec.org.cn/detail/index.html?3-287106,2020-07-01
10.6亿千瓦,燃煤发电,https://cec.org.cn/detail/index.html?3-287106,2020-07-01
9483万千瓦,燃气发电,https://cec.org.cn/detail/index.html?3-287106,2020-07-01
4877万千瓦,核电,https://cec.org.cn/detail/index.html?3-287106,2020-07-01
2.2亿千瓦,风电,https://cec.org.cn/detail/index.html?3-287106,2020-07-01
2.2亿千瓦,太阳能发电,https://cec.org.cn/detail/index.html?3-287106,2020-07-01
,生物质发电,https://cec.org.cn/detail/index.html?3-287106,2020-07-01
,地热发电,https://cec.org.cn/detail/index.html?3-287106,2020-07-01
