power,sector,source,date
3.9亿千瓦,水电,https://cec.org.cn/detail/index.html?3-308702,2022-03-01
13.0亿千瓦,火电,https://cec.org.cn/detail/index.html?3-308702,2022-03-01
11.1亿千瓦,燃煤发电,https://cec.org.cn/detail/index.html?3-308702,2022-03-01
10858万千瓦,燃气发电,https://cec.org.cn/detail/index.html?3-308702,2022-03-01
5443万千瓦,核电,https://cec.org.cn/detail/index.html?3-308702,2022-03-01
3.4亿千瓦,风电,https://cec.org.cn/detail/index.html?3-308702,2022-03-01
3.2亿千瓦,太阳能发电,https://cec.org.cn/detail/index.html?3-308702,2022-03-01
