power,sector,source,date
2.57亿千瓦,水电,https://cec.org.cn/detail/index.html?3-126641,2014-07-01
8.81亿千瓦,火电,https://cec.org.cn/detail/index.html?3-126641,2014-07-01
,燃煤发电,https://cec.org.cn/detail/index.html?3-126641,2014-07-01
,燃气发电,https://cec.org.cn/detail/index.html?3-126641,2014-07-01
1778万千瓦,核电,https://cec.org.cn/detail/index.html?3-126641,2014-07-01
8331万千瓦,风电,https://cec.org.cn/detail/index.html?3-126641,2014-07-01
1848万千瓦,太阳能发电,https://cec.org.cn/detail/index.html?3-126641,2014-07-01
