power,sector,source,date
3.0亿千瓦,水电,https://cec.org.cn/detail/index.html?3-126678,2017-11-01
10.9亿千瓦,火电,https://cec.org.cn/detail/index.html?3-126678,2017-11-01
,燃煤发电,https://cec.org.cn/detail/index.html?3-126678,2017-11-01
,燃气发电,https://cec.org.cn/detail/index.html?3-126678,2017-11-01
3582万千瓦,核电,https://cec.org.cn/detail/index.html?3-126678,2017-11-01
1.6亿千瓦,风电,https://cec.org.cn/detail/index.html?3-126678,2017-11-01
4865万千瓦,太阳能发电,https://cec.org.cn/detail/index.html?3-126678,2017-11-01
,生物质发电,https://cec.org.cn/detail/index.html?3-126678,2017-11-01
,地热发电,https://cec.org.cn/detail/index.html?3-126678,2017-11-01
