power,sector,source,date
3.6亿千瓦,水电,https://cec.org.cn/detail/index.html?3-285907,2020-06-01
12.1亿千瓦,火电,https://cec.org.cn/detail/index.html?3-285907,2020-06-01
10.5亿千瓦,燃煤发电,https://cec.org.cn/detail/index.html?3-285907,2020-06-01
9371万千瓦,燃气发电,https://cec.org.cn/detail/index.html?3-285907,2020-06-01
4877万千瓦,核电,https://cec.org.cn/detail/index.html?3-285907,2020-06-01
2.2亿千瓦,风电,https://cec.org.cn/detail/index.html?3-285907,2020-06-01
2.2亿千瓦,太阳能发电,https://cec.org.cn/detail/index.html?3-285907,2020-06-01
,生物质发电,https://cec.org.cn/detail/index.html?3-285907,2020-06-01
,地热发电,https://cec.org.cn/detail/index.html?3-285907,2020-06-01
