"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"United Kingdom (UK)","01.01.2021 00:00 - 01.01.2021 00:30 (UTC)","3116","n/e","n/e","11481","47","0","n/e","n/e","n/e","0","","385","n/e","n/e","5949","191","n/e","0","n/e","1589","3563"
"United Kingdom (UK)","01.01.2021 00:30 - 01.01.2021 01:00 (UTC)","3118","n/e","n/e","11750","47","0","n/e","n/e","n/e","0","","382","n/e","n/e","5956","187","n/e","1","n/e","1451","3505"
"United Kingdom (UK)","01.01.2021 01:00 - 01.01.2021 01:30 (UTC)","3087","n/e","n/e","11423","47","0","n/e","n/e","n/e","0","","349","n/e","n/e","5948","186","n/e","1","n/e","1403","3447"
"United Kingdom (UK)","01.01.2021 01:30 - 01.01.2021 02:00 (UTC)","3117","n/e","n/e","10528","47","0","n/e","n/e","n/e","0","","334","n/e","n/e","5950","187","n/e","0","n/e","1425","3270"
"United Kingdom (UK)","01.01.2021 02:00 - 01.01.2021 02:30 (UTC)","3113","n/e","n/e","10184","47","0","n/e","n/e","n/e","0","","330","n/e","n/e","5949","187","n/e","0","n/e","1488","3210"
"United Kingdom (UK)","01.01.2021 02:30 - 01.01.2021 03:00 (UTC)","3111","n/e","n/e","9496","47","0","n/e","n/e","n/e","0","","327","n/e","n/e","5957","192","n/e","1","n/e","1703","3136"
"United Kingdom (UK)","01.01.2021 03:00 - 01.01.2021 03:30 (UTC)","3116","n/e","n/e","9441","47","0","n/e","n/e","n/e","0","","328","n/e","n/e","5945","200","n/e","1","n/e","1846","3201"
"United Kingdom (UK)","01.01.2021 03:30 - 01.01.2021 04:00 (UTC)","3116","n/e","n/e","9061","47","0","n/e","n/e","n/e","0","","316","n/e","n/e","5951","206","n/e","1","n/e","1803","3178"
"United Kingdom (UK)","01.01.2021 04:00 - 01.01.2021 04:30 (UTC)","3115","n/e","n/e","8607","47","0","n/e","n/e","n/e","0","","315","n/e","n/e","5945","194","n/e","0","n/e","1965","3140"
"United Kingdom (UK)","01.01.2021 04:30 - 01.01.2021 05:00 (UTC)","3118","n/e","n/e","8248","47","0","n/e","n/e","n/e","0","","315","n/e","n/e","5950","186","n/e","0","n/e","1863","3166"
"United Kingdom (UK)","01.01.2021 05:00 - 01.01.2021 05:30 (UTC)","3121","n/e","n/e","8065","47","0","n/e","n/e","n/e","0","","314","n/e","n/e","5948","184","n/e","0","n/e","1974","3288"
"United Kingdom (UK)","01.01.2021 05:30 - 01.01.2021 06:00 (UTC)","3117","n/e","n/e","7768","47","0","n/e","n/e","n/e","0","","314","n/e","n/e","5943","183","n/e","0","n/e","1979","3303"
"United Kingdom (UK)","01.01.2021 06:00 - 01.01.2021 06:30 (UTC)","3119","n/e","n/e","8035","50","0","n/e","n/e","n/e","0","","316","n/e","n/e","5945","182","n/e","0","n/e","2055","3196"
"United Kingdom (UK)","01.01.2021 06:30 - 01.01.2021 07:00 (UTC)","3119","n/e","n/e","8611","94","0","n/e","n/e","n/e","0","","335","n/e","n/e","5945","191","n/e","0","n/e","1988","3284"
"United Kingdom (UK)","01.01.2021 07:00 - 01.01.2021 07:30 (UTC)","3114","n/e","n/e","8306","94","0","n/e","n/e","n/e","0","","383","n/e","n/e","5955","188","n/e","0","n/e","2029","3283"
"United Kingdom (UK)","01.01.2021 07:30 - 01.01.2021 08:00 (UTC)","3112","n/e","n/e","8451","94","0","n/e","n/e","n/e","0","","388","n/e","n/e","5951","183","n/e","0","n/e","2213","3256"
"United Kingdom (UK)","01.01.2021 08:00 - 01.01.2021 08:30 (UTC)","3113","n/e","n/e","8760","94","0","n/e","n/e","n/e","0","","401","n/e","n/e","5941","192","n/e","1","n/e","2267","3291"
