datetime,Coal,region,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2020-02-01 00:00:00,4621,CAR,1925,36,1431,0,12011,9666
2020-02-01 01:00:00,4638,CAR,1633,33,1428,0,12006,9633
2020-02-01 02:00:00,4455,CAR,1368,0,1461,0,12015,9399
2020-02-01 03:00:00,4068,CAR,1377,-1,1448,0,11802,9105
2020-02-01 04:00:00,3746,CAR,1233,0,1424,0,11684,8818
2020-02-01 05:00:00,3533,CAR,881,0,1407,0,11719,8379
2020-02-01 06:00:00,3218,CAR,655,-3,1393,0,11837,8193
2020-02-01 07:00:00,2994,CAR,567,-1,1366,0,11929,7927
2020-02-01 08:00:00,2901,CAR,562,0,1345,0,11973,7861
2020-02-01 09:00:00,2895,CAR,563,0,1335,0,11978,7790
2020-02-01 10:00:00,2683,CAR,580,-1,1360,0,11997,7883
2020-02-01 11:00:00,2518,CAR,702,0,1407,-1,12008,8036
2020-02-01 12:00:00,2730,CAR,1068,0,1460,0,12010,8073
2020-02-01 13:00:00,2939,CAR,1450,52,1428,0,12020,8300
2020-02-01 14:00:00,3047,CAR,1608,208,1434,0,12023,8515
2020-02-01 15:00:00,2948,CAR,1554,441,1434,-1,12033,8572
2020-02-01 16:00:00,2845,CAR,1349,686,1334,0,12034,8594
2020-02-01 17:00:00,2713,CAR,909,826,1334,0,12030,8500
2020-02-01 18:00:00,2579,CAR,620,769,1275,0,12027,8372
2020-02-01 19:00:00,2548,CAR,135,867,1272,0,12032,8225
2020-02-01 20:00:00,2538,CAR,-193,695,1322,0,12027,8171
2020-02-01 21:00:00,2498,CAR,-360,507,1371,0,12025,8300
2020-02-01 22:00:00,2584,CAR,-17,295,1375,0,12027,8343
2020-02-01 23:00:00,2583,CAR,711,81,1375,0,12027,8322
2020-02-02 00:00:00,2592,CAR,1437,39,1377,0,12019,8516
2020-02-02 01:00:00,2634,CAR,1382,33,1379,0,12018,8547
2020-02-02 02:00:00,2604,CAR,1361,-1,1420,0,12026,8600
2020-02-02 03:00:00,2587,CAR,1114,0,1412,0,12026,8512
2020-02-02 04:00:00,2556,CAR,719,0,1417,0,12027,8410
2020-02-02 05:00:00,2505,CAR,688,0,1407,0,12026,8055
2020-02-02 06:00:00,2531,CAR,594,0,1382,0,12025,7759
2020-02-02 07:00:00,2568,CAR,592,0,1386,0,12022,7574
2020-02-02 08:00:00,2642,CAR,572,0,1385,0,12028,7600
2020-02-02 09:00:00,2721,CAR,532,-1,1399,0,12026,7770
2020-02-02 10:00:00,2643,CAR,825,-1,1410,0,12027,7905
2020-02-02 11:00:00,2588,CAR,1282,0,1412,0,12021,8019
2020-02-02 12:00:00,2503,CAR,2205,-1,1453,0,12028,8058
2020-02-02 13:00:00,2545,CAR,2661,147,1437,0,12027,8087
2020-02-02 14:00:00,2597,CAR,2224,1277,1329,0,12025,7694
2020-02-02 15:00:00,2627,CAR,758,2561,1218,0,12025,7222
2020-02-02 16:00:00,2449,CAR,-444,3013,1209,0,12016,6799
2020-02-02 17:00:00,2081,CAR,-623,3251,1154,-1,12023,6314
2020-02-02 18:00:00,1980,CAR,-626,3307,1019,0,12013,5788
2020-02-02 19:00:00,1988,CAR,-706,3341,957,0,12000,5527
2020-02-02 20:00:00,1911,CAR,-706,3089,964,0,12004,5210
2020-02-02 21:00:00,1763,CAR,-379,2518,964,0,12003,5271
2020-02-02 22:00:00,1695,CAR,-79,1338,1057,0,12007,5977
2020-02-02 23:00:00,1684,CAR,832,169,1209,0,12007,6724
2020-02-03 00:00:00,1866,CAR,1316,41,1335,0,12001,6879
2020-02-03 01:00:00,1912,CAR,1297,40,1279,0,12004,6563
2020-02-03 02:00:00,1945,CAR,968,2,1331,0,12012,6735
2020-02-03 03:00:00,1835,CAR,698,2,1366,0,12007,6828
2020-02-03 04:00:00,1670,CAR,358,-1,1296,0,12004,6865
2020-02-03 05:00:00,1611,CAR,276,-2,1150,-1,12019,6552
2020-02-03 06:00:00,1538,CAR,243,0,1094,0,12015,6043
2020-02-03 07:00:00,1579,CAR,246,-1,1057,-5,12017,5540
2020-02-03 08:00:00,1673,CAR,257,-1,1046,0,12028,5748
2020-02-03 09:00:00,1627,CAR,303,0,1109,-5,12022,6158
2020-02-03 10:00:00,1555,CAR,323,0,1225,-4,12027,6610
2020-02-03 11:00:00,1531,CAR,1014,-1,1390,0,12021,7082
2020-02-03 12:00:00,1726,CAR,2718,0,1447,-5,12026,7767
2020-02-03 13:00:00,1918,CAR,3107,135,1459,-3,12028,7947
2020-02-03 14:00:00,1890,CAR,2085,1003,1451,0,12018,7566
2020-02-03 15:00:00,1728,CAR,993,2206,1269,0,12029,6506
2020-02-03 16:00:00,1611,CAR,551,2761,1050,0,12023,5491
2020-02-03 17:00:00,1579,CAR,264,2902,981,0,12015,4902
2020-02-03 18:00:00,1676,CAR,169,2664,971,0,12017,4735
2020-02-03 19:00:00,1655,CAR,-10,2713,972,0,12008,4669
2020-02-03 20:00:00,1656,CAR,-35,2319,984,0,12006,4621
2020-02-03 21:00:00,1528,CAR,-32,1936,1018,0,12003,5117
2020-02-03 22:00:00,1586,CAR,-18,984,1139,0,11996,5819
2020-02-03 23:00:00,1542,CAR,527,183,1262,0,12007,6373
2020-02-04 00:00:00,1674,CAR,1598,38,1410,0,12001,6667
2020-02-04 01:00:00,1631,CAR,1420,35,1425,-1,12004,6671
2020-02-04 02:00:00,1662,CAR,1240,3,1398,0,12000,6552
2020-02-04 03:00:00,1554,CAR,961,1,1307,0,12009,6224
2020-02-04 04:00:00,1365,CAR,661,-1,1127,0,12010,5679
2020-02-04 05:00:00,1523,CAR,-69,0,988,0,12010,5430
2020-02-04 06:00:00,1569,CAR,-450,-1,965,0,12003,5111
2020-02-04 07:00:00,1455,CAR,-825,0,962,-1,12008,5087
2020-02-04 08:00:00,1450,CAR,-829,0,963,0,12006,4928
2020-02-04 09:00:00,1264,CAR,-785,-1,960,-1,12013,4979
2020-02-04 10:00:00,1244,CAR,-715,-1,965,-1,12011,5309
2020-02-04 11:00:00,1248,CAR,-436,0,1074,0,12013,6082
2020-02-04 12:00:00,1381,CAR,688,0,1258,-1,12022,6903
2020-02-04 13:00:00,1404,CAR,1244,98,1352,-1,12006,7044
2020-02-04 14:00:00,1297,CAR,998,678,1240,0,12009,6700
2020-02-04 15:00:00,1317,CAR,884,1392,1109,0,12012,6091
2020-02-04 16:00:00,1458,CAR,837,1707,1046,0,12007,5744
2020-02-04 17:00:00,1439,CAR,768,1954,971,0,11994,5478
2020-02-04 18:00:00,1528,CAR,786,1973,933,-1,12004,5255
2020-02-04 19:00:00,1353,CAR,705,1943,932,0,12004,5182
2020-02-04 20:00:00,1270,CAR,674,1602,946,0,11998,5230
2020-02-04 21:00:00,1216,CAR,628,982,991,0,12004,5707
2020-02-04 22:00:00,1286,CAR,641,457,1118,0,12002,6059
2020-02-04 23:00:00,1475,CAR,983,103,1306,0,11996,6330
2020-02-05 00:00:00,1791,CAR,1500,35,1389,0,11999,6584
2020-02-05 01:00:00,1981,CAR,1196,37,1410,0,12004,6662
2020-02-05 02:00:00,1873,CAR,999,3,1414,0,11997,6634
2020-02-05 03:00:00,1411,CAR,962,-1,1263,0,12001,6338
2020-02-05 04:00:00,1161,CAR,858,-1,1072,0,11991,5671
2020-02-05 05:00:00,1157,CAR,130,0,992,0,12000,5561
2020-02-05 06:00:00,1161,CAR,-429,0,983,0,11992,5132
2020-02-05 07:00:00,1159,CAR,-719,-1,981,-1,11998,4948
2020-02-05 08:00:00,1242,CAR,-770,0,967,0,12003,4862
2020-02-05 09:00:00,1195,CAR,-810,-1,965,-1,11994,4737
2020-02-05 10:00:00,1192,CAR,-857,0,972,-2,12001,5076
2020-02-05 11:00:00,1165,CAR,-542,0,1088,0,12003,5795
2020-02-05 12:00:00,1192,CAR,711,-2,1204,-1,11992,6590
2020-02-05 13:00:00,1265,CAR,1025,49,1360,0,11998,6786
2020-02-05 14:00:00,1183,CAR,1041,253,1186,0,12000,6675
2020-02-05 15:00:00,1224,CAR,958,654,1143,0,11993,6389
2020-02-05 16:00:00,1266,CAR,832,1073,1135,0,11993,6031
2020-02-05 17:00:00,1281,CAR,831,1225,1105,0,11992,5883
2020-02-05 18:00:00,1287,CAR,827,1143,1072,0,11991,5783
