"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Moldova (MD)","01.01.2022 00:00 - 01.01.2022 01:00 (UTC)","3","n/e","n/e","471","0","0","n/e","n/e","n/e","n/e","n/e","25","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","3"
"Moldova (MD)","01.01.2022 01:00 - 01.01.2022 02:00 (UTC)","3","n/e","n/e","452","0","0","n/e","n/e","n/e","n/e","n/e","25","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","4"
"Moldova (MD)","01.01.2022 02:00 - 01.01.2022 03:00 (UTC)","3","n/e","n/e","436","0","0","n/e","n/e","n/e","n/e","n/e","25","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","2"
"Moldova (MD)","01.01.2022 03:00 - 01.01.2022 04:00 (UTC)","1","n/e","n/e","436","0","0","n/e","n/e","n/e","n/e","n/e","24","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","2"
"Moldova (MD)","01.01.2022 04:00 - 01.01.2022 05:00 (UTC)","2","n/e","n/e","456","0","0","n/e","n/e","n/e","n/e","n/e","24","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","3"
"Moldova (MD)","01.01.2022 05:00 - 01.01.2022 06:00 (UTC)","3","n/e","n/e","471","0","0","n/e","n/e","n/e","n/e","n/e","24","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","3"
"Moldova (MD)","01.01.2022 06:00 - 01.01.2022 07:00 (UTC)","3","n/e","n/e","503","0","0","n/e","n/e","n/e","n/e","n/e","25","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","3"
"Moldova (MD)","01.01.2022 07:00 - 01.01.2022 08:00 (UTC)","3","n/e","n/e","521","0","0","n/e","n/e","n/e","n/e","n/e","25","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","4"
"Moldova (MD)","01.01.2022 08:00 - 01.01.2022 09:00 (UTC)","3","n/e","n/e","563","0","0","n/e","n/e","n/e","n/e","n/e","25","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","3"
"Moldova (MD)","01.01.2022 09:00 - 01.01.2022 10:00 (UTC)","3","n/e","n/e","588","0","0","n/e","n/e","n/e","n/e","n/e","25","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","3"
"Moldova (MD)","01.01.2022 10:00 - 01.01.2022 11:00 (UTC)","3","n/e","n/e","587","0","0","n/e","n/e","n/e","n/e","n/e","25","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","3"
"Moldova (MD)","01.01.2022 11:00 - 01.01.2022 12:00 (UTC)","3","n/e","n/e","587","0","0","n/e","n/e","n/e","n/e","n/e","25","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","3"
"Moldova (MD)","01.01.2022 12:00 - 01.01.2022 13:00 (UTC)","3","n/e","n/e","587","0","0","n/e","n/e","n/e","n/e","n/e","25","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","3"
"Moldova (MD)","01.01.2022 13:00 - 01.01.2022 14:00 (UTC)","2","n/e","n/e","587","0","0","n/e","n/e","n/e","n/e","n/e","25","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","3"
"Moldova (MD)","01.01.2022 14:00 - 01.01.2022 15:00 (UTC)","2","n/e","n/e","612","0","0","n/e","n/e","n/e","n/e","n/e","25","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","3"
"Moldova (MD)","01.01.2022 15:00 - 01.01.2022 16:00 (UTC)","2","n/e","n/e","665","0","0","n/e","n/e","n/e","n/e","n/e","25","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","2"
