date,mw,region
2002-04-01 0:00,20164,ОЭС СИБИРИ
2002-04-01 1:00,19994,ОЭС СИБИРИ
2002-04-01 2:00,20554,ОЭС СИБИРИ
2002-04-01 3:00,21176,ОЭС СИБИРИ
2002-04-01 4:00,22010,ОЭС СИБИРИ
2002-04-01 5:00,22233,ОЭС СИБИРИ
2002-04-01 6:00,22377,ОЭС СИБИРИ
2002-04-01 7:00,22401,ОЭС СИБИРИ
2002-04-01 8:00,22245,ОЭС СИБИРИ
2002-04-01 9:00,22094,ОЭС СИБИРИ
2002-04-01 10:00,22084,ОЭС СИБИРИ
2002-04-01 11:00,21986,ОЭС СИБИРИ
2002-04-01 12:00,22045,ОЭС СИБИРИ
2002-04-01 13:00,21980,ОЭС СИБИРИ
2002-04-01 14:00,21977,ОЭС СИБИРИ
2002-04-01 15:00,21851,ОЭС СИБИРИ
2002-04-01 16:00,21848,ОЭС СИБИРИ
2002-04-01 17:00,22322,ОЭС СИБИРИ
2002-04-01 18:00,22552,ОЭС СИБИРИ
2002-04-01 19:00,22310,ОЭС СИБИРИ
2002-04-01 20:00,21689,ОЭС СИБИРИ
2002-04-01 21:00,20991,ОЭС СИБИРИ
2002-04-01 22:00,20854,ОЭС СИБИРИ
2002-04-01 23:00,20490,ОЭС СИБИРИ
