unit,datetime,date,year,month,month_date,weekday,hour,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Mwh,2021-01-01 00:00:00,2021-01-01,2021,1,01-01,Friday,0,11037.0,214.0,1888.0,,174.0,614.0,0.0,286.0,13139.0,1074.0,14213.0,0.7765426018433829,0.015056638288890452,0.13283613593189333,,0.012242313375079153,0.043199887427003446,0.0,0.020122423133750792,0.9244353760641666,0.0755646239358334,286.0
Mwh,2021-01-01 01:00:00,2021-01-01,2021,1,01-01,Friday,1,11195.0,240.0,1931.0,,169.0,544.0,0.0,231.0,13366.0,944.0,14310.0,0.7823200559049616,0.016771488469601678,0.13494060097833682,,0.011809923130677847,0.03801537386443047,0.0,0.016142557651991615,0.9340321453529,0.06596785464709994,231.0
Mwh,2021-01-01 02:00:00,2021-01-01,2021,1,01-01,Friday,2,10813.0,272.0,1903.0,,171.0,474.0,0.0,231.0,12988.0,876.0,13864.0,0.779933641084824,0.019619157530294286,0.13726197345643393,,0.012334102712060011,0.03418926716676284,0.0,0.016661858049624927,0.9368147720715522,0.06318522792844777,231.0
Mwh,2021-01-01 03:00:00,2021-01-01,2021,1,01-01,Friday,3,10681.0,272.0,1900.0,,170.0,429.0,0.0,232.0,12853.0,831.0,13684.0,0.7805466237942122,0.019877228880444315,0.1388482899736919,,0.012423268050277696,0.03135048231511254,0.0,0.016954106986261326,0.9392721426483485,0.060727857351651565,232.0
Mwh,2021-01-01 04:00:00,2021-01-01,2021,1,01-01,Friday,4,10664.0,272.0,1889.0,,171.0,438.0,0.0,230.0,12825.0,839.0,13664.0,0.7804449648711944,0.01990632318501171,0.13824648711943793,,0.01251463700234192,0.03205503512880562,0.0,0.016832552693208432,0.938597775175644,0.06140222482435597,230.0
Mwh,2021-01-01 05:00:00,2021-01-01,2021,1,01-01,Friday,5,10686.0,272.0,1870.0,,170.0,432.0,0.0,233.0,12828.0,835.0,13663.0,0.7821122740247384,0.019907780136134083,0.13686598843592182,,0.012442362585083803,0.03161823903974237,0.0,0.017053355778379565,0.9388860425967943,0.061113957403205736,233.0
Mwh,2021-01-01 06:00:00,2021-01-01,2021,1,01-01,Friday,6,10566.0,272.0,1863.0,,170.0,427.0,0.0,241.0,12701.0,838.0,13539.0,0.7804121426988699,0.020090110052441094,0.13760248171947706,,0.012556318782775685,0.031538518354383635,0.0,0.01780042839205259,0.9381047344707881,0.06189526552921191,241.0
Mwh,2021-01-01 07:00:00,2021-01-01,2021,1,01-01,Friday,7,10750.0,272.0,1885.0,,171.0,428.0,0.0,243.0,12907.0,842.0,13749.0,0.7818750454578515,0.019783256964142848,0.13710088006400464,,0.012437268164957452,0.031129536693577715,0.0,0.01767401265546585,0.938759182485999,0.06124081751400102,243.0
Mwh,2021-01-01 08:00:00,2021-01-01,2021,1,01-01,Friday,8,10695.0,273.0,1886.0,,170.0,407.0,4.0,243.0,12854.0,824.0,13678.0,0.7819125603158357,0.019959058341862845,0.13788565579763123,,0.01242871764877906,0.0297558122532534,0.00029244041526538966,0.017765755227372424,0.9397572744553297,0.06024272554467027,243.0
Mwh,2021-01-01 09:00:00,2021-01-01,2021,1,01-01,Friday,9,10770.0,274.0,1886.0,,170.0,377.0,44.0,244.0,12930.0,835.0,13765.0,0.7824191790773701,0.01990555757355612,0.13701416636396657,,0.012350163458045769,0.027388303668725026,0.0031965128950236107,0.01772611696331275,0.9393389030148929,0.06066109698510715,244.0
