unit,datetime,date,year,month,month_date,weekday,hour,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Mwh,2021-01-01 00:00:00,2021-01-01,2021,1,01-01,Friday,0,291.25,0.0,746.75,1938.75,23.0,37.25,0.0,249.25,1038.0,2248.25,3286.25,0.08862685431723089,0.0,0.22723468999619628,0.5899581589958159,0.00699885888170407,0.011335108406238113,0.0,0.07584632940281476,0.31586154431342717,0.6841384556865728,139.75
Mwh,2021-01-01 01:00:00,2021-01-01,2021,1,01-01,Friday,1,307.25,0.0,696.25,1939.0,23.0,48.5,0.0,245.25,1003.5,2255.75,3259.25,0.09427015417657436,0.0,0.21362276597376698,0.5949221446651837,0.0070568382296540616,0.014880724092966173,0.0,0.07524737286185472,0.3078929201503413,0.6921070798496587,135.5
Mwh,2021-01-01 02:00:00,2021-01-01,2021,1,01-01,Friday,2,301.75,0.0,690.5,1940.0,23.0,43.75,0.0,224.5,992.25,2231.25,3223.5,0.09360943074298123,0.0,0.214208158833566,0.6018303086706995,0.007135101597642315,0.013572204125950055,0.0,0.06964479602916085,0.30781758957654726,0.6921824104234527,118.75
Mwh,2021-01-01 03:00:00,2021-01-01,2021,1,01-01,Friday,3,267.75,0.0,648.75,1939.75,23.0,29.25,0.0,214.25,916.5,2206.25,3122.75,0.08574173404851493,0.0,0.20774957969738211,0.6211672404130975,0.007365303018173085,0.00936674405572012,0.0,0.06860939876711232,0.29349131374589704,0.7065086862541029,108.0
Mwh,2021-01-01 04:00:00,2021-01-01,2021,1,01-01,Friday,4,265.75,0.0,703.25,1938.5,23.0,18.5,0.0,215.0,969.0,2195.0,3164.0,0.08399178255372945,0.0,0.2222661188369153,0.6126738305941846,0.007269279393173199,0.005847029077117573,0.0,0.0679519595448799,0.30625790139064474,0.6937420986093552,108.75
Mwh,2021-01-01 05:00:00,2021-01-01,2021,1,01-01,Friday,5,267.75,0.0,721.5,1937.25,23.0,17.5,0.0,213.75,989.25,2191.5,3180.75,0.08417825984437632,0.0,0.22683329403442584,0.6090544682857817,0.007230998978228405,0.0055018470486520475,0.0,0.06720113180853572,0.3110115538788022,0.6889884461211978,109.25
Mwh,2021-01-01 06:00:00,2021-01-01,2021,1,01-01,Friday,6,273.75,0.0,734.0,1937.25,23.0,26.25,0.0,230.0,1007.75,2216.5,3224.25,0.08490346592230752,0.0,0.2276498410483058,0.6008374040474529,0.007133441885709855,0.008141428239125378,0.0,0.07133441885709856,0.31255330697061334,0.6874466930293867,123.0
Mwh,2021-01-01 07:00:00,2021-01-01,2021,1,01-01,Friday,7,274.75,0.0,745.0,1939.0,23.0,27.25,0.5,245.75,1019.75,2235.5,3255.25,0.08440211965286844,0.0,0.2288610705782966,0.5956531756393518,0.007065509561477613,0.00837109285001152,0.00015359803394516551,0.07549343368404884,0.31326319023116506,0.686736809768835,143.75
Mwh,2021-01-01 08:00:00,2021-01-01,2021,1,01-01,Friday,8,271.5,0.0,726.25,1939.0,23.0,26.0,1.0,250.25,997.75,2239.25,3237.0,0.08387395736793327,0.0,0.22435897435897437,0.5990114303367315,0.007105344454742045,0.008032128514056224,0.00030892801977139327,0.07730923694779117,0.30823293172690763,0.6917670682730924,147.75
Mwh,2021-01-01 09:00:00,2021-01-01,2021,1,01-01,Friday,9,274.0,0.0,689.25,1939.0,23.0,27.5,1.0,255.5,963.25,2246.0,3209.25,0.08537820363013165,0.0,0.21476980602944612,0.6041910103606761,0.007166783516397913,0.00856898029134533,0.00031159928332164834,0.07961361688868115,0.3001480096595778,0.6998519903404222,147.25
