date,mw,region
2009-11-17 0:00,23538,ОЭС СИБИРИ
2009-11-17 1:00,23403,ОЭС СИБИРИ
2009-11-17 2:00,23691,ОЭС СИБИРИ
2009-11-17 3:00,24618,ОЭС СИБИРИ
2009-11-17 4:00,25234,ОЭС СИБИРИ
2009-11-17 5:00,25708,ОЭС СИБИРИ
2009-11-17 6:00,25920,ОЭС СИБИРИ
2009-11-17 7:00,25669,ОЭС СИБИРИ
2009-11-17 8:00,25007,ОЭС СИБИРИ
2009-11-17 9:00,24869,ОЭС СИБИРИ
2009-11-17 10:00,24698,ОЭС СИБИРИ
2009-11-17 11:00,25047,ОЭС СИБИРИ
2009-11-17 12:00,25578,ОЭС СИБИРИ
2009-11-17 13:00,25739,ОЭС СИБИРИ
2009-11-17 14:00,26574,ОЭС СИБИРИ
2009-11-17 15:00,26761,ОЭС СИБИРИ
2009-11-17 16:00,26736,ОЭС СИБИРИ
2009-11-17 17:00,26170,ОЭС СИБИРИ
2009-11-17 18:00,25621,ОЭС СИБИРИ
2009-11-17 19:00,24862,ОЭС СИБИРИ
2009-11-17 20:00,23811,ОЭС СИБИРИ
2009-11-17 21:00,23092,ОЭС СИБИРИ
2009-11-17 22:00,23363,ОЭС СИБИРИ
2009-11-17 23:00,23487,ОЭС СИБИРИ
