"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Bulgaria (BG)","01.01.2015 00:00 - 01.01.2015 01:00 (UTC)","19","2782","n/e","N/A","N/A","n/e","n/e","n/e","n/e","8","","N/A","475","n/e","2069","n/e","n/e","0","N/A","n/e","472"
"Bulgaria (BG)","01.01.2015 01:00 - 01.01.2015 02:00 (UTC)","18","2689","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","378","n/e","2067","n/e","n/e","0","N/A","n/e","479"
"Bulgaria (BG)","01.01.2015 02:00 - 01.01.2015 03:00 (UTC)","18","2632","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","295","n/e","2069","n/e","n/e","0","N/A","n/e","465"
"Bulgaria (BG)","01.01.2015 03:00 - 01.01.2015 04:00 (UTC)","17","2622","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","290","n/e","2070","n/e","n/e","0","N/A","n/e","460"
"Bulgaria (BG)","01.01.2015 04:00 - 01.01.2015 05:00 (UTC)","17","2611","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","272","n/e","2072","n/e","n/e","0","N/A","n/e","468"
"Bulgaria (BG)","01.01.2015 05:00 - 01.01.2015 06:00 (UTC)","16","2813","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","341","n/e","2072","n/e","n/e","0","N/A","n/e","460"
"Bulgaria (BG)","01.01.2015 06:00 - 01.01.2015 07:00 (UTC)","15","2944","n/e","N/A","N/A","n/e","n/e","n/e","n/e","36","","N/A","482","n/e","2071","n/e","n/e","52","N/A","n/e","432"
"Bulgaria (BG)","01.01.2015 07:00 - 01.01.2015 08:00 (UTC)","15","2919","n/e","N/A","N/A","n/e","n/e","n/e","n/e","41","","N/A","657","n/e","2071","n/e","n/e","234","N/A","n/e","316"
"Bulgaria (BG)","01.01.2015 08:00 - 01.01.2015 09:00 (UTC)","17","2839","n/e","N/A","N/A","n/e","n/e","n/e","n/e","40","","N/A","723","n/e","2071","n/e","n/e","445","N/A","n/e","272"
"Bulgaria (BG)","01.01.2015 09:00 - 01.01.2015 10:00 (UTC)","16","2824","n/e","N/A","N/A","n/e","n/e","n/e","n/e","41","","N/A","645","n/e","2070","n/e","n/e","576","N/A","n/e","264"
"Bulgaria (BG)","01.01.2015 10:00 - 01.01.2015 11:00 (UTC)","17","2816","n/e","N/A","N/A","n/e","n/e","n/e","n/e","41","","N/A","585","n/e","2070","n/e","n/e","599","N/A","n/e","290"
"Bulgaria (BG)","01.01.2015 11:00 - 01.01.2015 12:00 (UTC)","17","2701","n/e","N/A","N/A","n/e","n/e","n/e","n/e","41","","N/A","563","n/e","2070","n/e","n/e","588","N/A","n/e","328"
"Bulgaria (BG)","01.01.2015 12:00 - 01.01.2015 13:00 (UTC)","17","2667","n/e","N/A","N/A","n/e","n/e","n/e","n/e","41","","N/A","579","n/e","2071","n/e","n/e","446","N/A","n/e","342"
"Bulgaria (BG)","01.01.2015 13:00 - 01.01.2015 14:00 (UTC)","17","2714","n/e","N/A","N/A","n/e","n/e","n/e","n/e","96","","N/A","794","n/e","2069","n/e","n/e","222","N/A","n/e","332"
"Bulgaria (BG)","01.01.2015 14:00 - 01.01.2015 15:00 (UTC)","18","2851","n/e","N/A","N/A","n/e","n/e","n/e","n/e","175","","N/A","948","n/e","2069","n/e","n/e","37","N/A","n/e","370"
"Bulgaria (BG)","01.01.2015 15:00 - 01.01.2015 16:00 (UTC)","19","3074","n/e","N/A","N/A","n/e","n/e","n/e","n/e","235","","N/A","1164","n/e","2068","n/e","n/e","1","N/A","n/e","408"
"Bulgaria (BG)","01.01.2015 16:00 - 01.01.2015 17:00 (UTC)","18","3214","n/e","N/A","N/A","n/e","n/e","n/e","n/e","273","","N/A","1194","n/e","2068","n/e","n/e","0","N/A","n/e","447"
"Bulgaria (BG)","01.01.2015 17:00 - 01.01.2015 18:00 (UTC)","17","3210","n/e","N/A","N/A","n/e","n/e","n/e","n/e","204","","N/A","1164","n/e","2070","n/e","n/e","0","N/A","n/e","475"
"Bulgaria (BG)","01.01.2015 18:00 - 01.01.2015 19:00 (UTC)","18","3204","n/e","N/A","N/A","n/e","n/e","n/e","n/e","177","","N/A","1131","n/e","2070","n/e","n/e","0","N/A","n/e","446"
"Bulgaria (BG)","01.01.2015 19:00 - 01.01.2015 20:00 (UTC)","18","3216","n/e","N/A","N/A","n/e","n/e","n/e","n/e","123","","N/A","996","n/e","2070","n/e","n/e","0","N/A","n/e","457"
"Bulgaria (BG)","01.01.2015 20:00 - 01.01.2015 21:00 (UTC)","17","3105","n/e","N/A","N/A","n/e","n/e","n/e","n/e","82","","N/A","951","n/e","2070","n/e","n/e","0","N/A","n/e","462"
"Bulgaria (BG)","01.01.2015 21:00 - 01.01.2015 22:00 (UTC)","11","2866","n/e","N/A","N/A","n/e","n/e","n/e","n/e","77","","N/A","882","n/e","2069","n/e","n/e","0","N/A","n/e","465"
"Bulgaria (BG)","01.01.2015 22:00 - 01.01.2015 23:00 (UTC)","17","2908","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","428","n/e","2069","n/e","n/e","0","N/A","n/e","466"
"Bulgaria (BG)","01.01.2015 23:00 - 02.01.2015 00:00 (UTC)","18","2773","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","209","n/e","2070","n/e","n/e","0","N/A","n/e","461"
"Bulgaria (BG)","02.01.2015 00:00 - 02.01.2015 01:00 (UTC)","17","2632","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","171","n/e","2069","n/e","n/e","0","N/A","n/e","460"
"Bulgaria (BG)","02.01.2015 01:00 - 02.01.2015 02:00 (UTC)","18","2607","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","171","n/e","2069","n/e","n/e","0","N/A","n/e","459"
"Bulgaria (BG)","02.01.2015 02:00 - 02.01.2015 03:00 (UTC)","16","2609","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","170","n/e","2071","n/e","n/e","0","N/A","n/e","453"
