date,mw,region
2000-04-05 0:00,71244,О
2000-04-05 1:00,68664,О
2000-04-05 2:00,67545,О
2000-04-05 3:00,67075,О
2000-04-05 4:00,67755,О
2000-04-05 5:00,69358,О
2000-04-05 6:00,71861,О
2000-04-05 7:00,75815,О
2000-04-05 8:00,79076,О
2000-04-05 9:00,81774,О
2000-04-05 10:00,82542,О
2000-04-05 11:00,82807,О
2000-04-05 12:00,81617,О
2000-04-05 13:00,81116,О
2000-04-05 14:00,81727,О
2000-04-05 15:00,80472,О
2000-04-05 16:00,79161,О
2000-04-05 17:00,78447,О
2000-04-05 18:00,77682,О
2000-04-05 19:00,77546,О
2000-04-05 20:00,77113,О
2000-04-05 21:00,76808,О
2000-04-05 22:00,77052,О
2000-04-05 23:00,75318,О
