date,mw,region
2000-04-06 0:00,71236,О
2000-04-06 1:00,68552,О
2000-04-06 2:00,67296,О
2000-04-06 3:00,66976,О
2000-04-06 4:00,67596,О
2000-04-06 5:00,69105,О
2000-04-06 6:00,71955,О
2000-04-06 7:00,76089,О
2000-04-06 8:00,79052,О
2000-04-06 9:00,81879,О
2000-04-06 10:00,82497,О
2000-04-06 11:00,82179,О
2000-04-06 12:00,81784,О
2000-04-06 13:00,81769,О
2000-04-06 14:00,82369,О
2000-04-06 15:00,80860,О
2000-04-06 16:00,80279,О
2000-04-06 17:00,79403,О
2000-04-06 18:00,78773,О
2000-04-06 19:00,78604,О
2000-04-06 20:00,78156,О
2000-04-06 21:00,78175,О
2000-04-06 22:00,78466,О
2000-04-06 23:00,75798,О
