date,mw,region
2000-04-19 0:00,71209,О
2000-04-19 1:00,68839,О
2000-04-19 2:00,67760,О
2000-04-19 3:00,68211,О
2000-04-19 4:00,68600,О
2000-04-19 5:00,69815,О
2000-04-19 6:00,72237,О
2000-04-19 7:00,76183,О
2000-04-19 8:00,79261,О
2000-04-19 9:00,81505,О
2000-04-19 10:00,82632,О
2000-04-19 11:00,82594,О
2000-04-19 12:00,81603,О
2000-04-19 13:00,81987,О
2000-04-19 14:00,81996,О
2000-04-19 15:00,80857,О
2000-04-19 16:00,80049,О
2000-04-19 17:00,79359,О
2000-04-19 18:00,78958,О
2000-04-19 19:00,77873,О
2000-04-19 20:00,77241,О
2000-04-19 21:00,77451,О
2000-04-19 22:00,78600,О
2000-04-19 23:00,75995,О
