"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Estonia (EE)","01.01.2016 00:00 - 01.01.2016 01:00 (UTC)","65","n/e","47","6","n/e","n/e","803","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","8","0","15","n/e","74"
"Estonia (EE)","01.01.2016 01:00 - 01.01.2016 02:00 (UTC)","65","n/e","48","6","n/e","n/e","839","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","8","0","16","n/e","65"
"Estonia (EE)","01.01.2016 02:00 - 01.01.2016 03:00 (UTC)","63","n/e","47","6","n/e","n/e","853","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","8","0","16","n/e","62"
"Estonia (EE)","01.01.2016 03:00 - 01.01.2016 04:00 (UTC)","65","n/e","48","6","n/e","n/e","837","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","16","n/e","57"
"Estonia (EE)","01.01.2016 04:00 - 01.01.2016 05:00 (UTC)","65","n/e","49","6","n/e","n/e","730","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","8","0","16","n/e","53"
"Estonia (EE)","01.01.2016 05:00 - 01.01.2016 06:00 (UTC)","65","n/e","47","6","n/e","n/e","569","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","8","0","16","n/e","49"
"Estonia (EE)","01.01.2016 06:00 - 01.01.2016 07:00 (UTC)","65","n/e","44","6","n/e","n/e","585","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","8","0","16","n/e","47"
"Estonia (EE)","01.01.2016 07:00 - 01.01.2016 08:00 (UTC)","65","n/e","40","6","n/e","n/e","506","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","8","0","16","n/e","50"
"Estonia (EE)","01.01.2016 08:00 - 01.01.2016 09:00 (UTC)","65","n/e","40","6","n/e","n/e","493","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","8","0","16","n/e","42"
"Estonia (EE)","01.01.2016 09:00 - 01.01.2016 10:00 (UTC)","64","n/e","39","6","n/e","n/e","567","5","n/e","n/e","n/e","4","n/e","n/e","n/e","0","8","0","16","n/e","32"
